,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
3159,,,,,Top 50 quality games:,Top 50:,6,56.3,3.9,8.5,134.4,14.9,59.2,62.0,0.9,16.2,13.2,0.0,0.0,0.8,26.3,8-10,.800,6-10,.600,11-28,.393,,,,,,,,
3160,2009,Sr,6-9,Daniel Faris,New Mexico,MWC,34,64.6,2.7,5.1,106.5,23.7,52.5,57.6,8.7,21.1,6.0,17.1,7.6,1.6,60.4,120-168,.714,146-278,.525,0-0,.000,,,,,,,,
3161,,,,,Conf. games:,Conf. games:,16,71.8,2.6,4.6,102.9,22.8,50.7,56.3,5.3,21.3,7.1,17.9,6.8,2.0,50.0,53-70,.757,71-140,.507,0-0,.000,,,,,,,,
3162,,,,,Top 100 quality games:,Top 100:,15,69.8,3.4,6.3,107.4,23.3,51.1,56.2,8.7,21.9,4.5,14.9,6.4,1.5,51.1,53-72,.736,72-141,.511,0-0,.000,,,,,,,,
3163,,,,,Top 50 quality games:,Top 50:,6,72.5,3.1,5.9,105.0,21.2,52.9,57.0,4.9,21.9,3.6,13.9,8.1,1.0,64.7,22-33,.667,27-51,.529,0-0,.000,,,,,,,,
3164,2009,Sr,6-3,Kyndall Dykes,New Orleans,SB,24,77.3,2.7,1.3,100.4,26.5,49.5,52.8,3.7,13.9,13.1,15.5,0.6,2.2,42.8,91-139,.655,158-312,.506,2-13,.154,,,,,,,,
3165,,,,,Conf. games:,Conf. games:,18,90.3,2.7,2.1,100.1,27.2,50.0,53.4,3.4,14.2,12.4,14.9,0.8,2.5,45.9,74-113,.655,123-240,.512,0-6,.000,,,,,,,,
3166,,,,,Top 100 quality games:,Top 100:,1,47.5,5.9,10.2,119.5,26.2,61.5,64.3,6.9,10.2,14.0,12.7,0.0,5.0,53.8,5-7,.714,8-13,.615,0-0,.000,,,,,,,,
3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,2009,Sr,6-4,T.J. Worley,New Orleans,SB,28,84.0,2.2,0.4,99.2,25.6,49.0,53.7,2.5,10.0,8.1,17.7,0.2,1.9,35.7,97-126,.770,110-217,.507,42-136,.309,,,,,,,,
3169,,,,,Conf. games:,Conf. games:,18,86.4,1.9,0.4,97.4,24.7,51.4,54.9,2.9,11.0,7.6,19.1,0.2,2.0,31.7,52-70,.743,73-135,.541,27-86,.314,,,,,,,,
3170,,,,,Top 100 quality games:,Top 100:,2,92.5,2.8,-1.1,98.1,26.6,41.1,47.5,5.3,8.7,9.2,9.6,0.0,0.9,42.9,9-12,.750,10-21,.476,1-7,.143,,,,,,,,
3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,2009,Jr,5-11,Darrian McKinstry,New Orleans,SB,22,49.6,0.9,0.4,90.5,26.2,48.7,51.4,2.0,7.4,23.8,25.6,0.6,3.9,26.0,35-50,.700,56-120,.467,25-72,.347,,,,,,,,
3173,,,,,Conf. games:,Conf. games:,13,43.6,-0.5,-6.1,75.2,26.5,40.0,42.5,1.6,6.8,24.5,28.0,0.7,2.5,22.9,15-24,.625,30-69,.435,8-36,.222,,,,,,,,
3174,,,,,Top 100 quality games:,Top 100:,2,85.0,-0.0,1.8,82.2,21.8,50.0,50.3,0.0,5.7,21.9,29.8,0.0,6.5,23.5,2-4,.500,7-12,.583,1-5,.200,,,,,,,,
3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,2009,So,6-0,Justin Archie,New Orleans,SB,27,37.2,-0.2,-2.0,86.4,16.9,48.3,49.3,1.2,12.2,19.0,28.1,0.8,2.6,25.3,12-22,.545,24-44,.545,12-43,.279,,,,,,,,
3177,,,,,Conf. games:,Conf. games:,17,41.1,-0.2,-2.2,86.3,17.6,46.2,48.8,1.3,12.2,21.5,27.6,0.7,2.6,18.5,9-12,.750,21-38,.553,6-27,.222,,,,,,,,
3178,,,,,Top 100 quality games:,Top 100:,2,31.3,2.4,10.4,157.4,12.3,75.0,75.0,0.0,15.5,18.7,0.0,0.0,5.1,0.0,0-0,.000,3-4,.750,1-2,.500,,,,,,,,
3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,2009,Sr,6-10,Benson Egemonye,Niagara,MAAC,35,65.2,3.1,4.0,114.5,21.9,55.9,61.0,12.5,15.3,1.6,17.3,5.8,1.5,87.9,157-225,.698,143-256,.559,0-0,.000,,,,,,,,
3181,,,,,Conf. games:,Conf. games:,18,66.1,3.5,5.4,117.8,22.9,58.5,63.3,12.5,14.0,1.8,17.4,6.6,2.4,77.5,80-110,.727,83-142,.585,0-0,.000,,,,,,,,
3182,,,,,Top 100 quality games:,Top 100:,6,62.1,2.6,2.6,107.5,20.9,49.1,53.2,14.2,17.5,0.0,16.0,4.7,1.5,32.1,13-17,.765,26-53,.491,0-0,.000,,,,,,,,
3183,,,,,Top 50 quality games:,Top 50:,1,55.0,-0.4,-10.7,65.6,27.5,14.3,32.0,20.8,23.5,0.0,27.5,0.0,0.0,71.4,4-5,.800,1-7,.143,0-0,.000,,,,,,,,
3184,2009,Jr,6-7,Kamau Gordon,Niagara,MAAC,31,17.7,0.4,-4.0,103.4,15.5,55.3,57.6,8.6,14.9,8.4,24.7,3.8,1.4,61.7,18-29,.621,26-47,.553,0-0,.000,,,,,,,,
3185,,,,,Conf. games:,Conf. games:,16,12.6,0.2,-8.1,100.1,16.1,57.9,57.2,11.7,16.3,6.3,27.5,6.2,0.0,31.6,3-6,.500,11-19,.579,0-0,.000,,,,,,,,
3186,,,,,Top 100 quality games:,Top 100:,6,18.3,0.6,-2.5,106.2,17.8,63.6,64.4,6.9,15.4,14.1,28.4,0.0,1.3,27.3,2-3,.667,7-11,.636,0-0,.000,,,,,,,,
3187,,,,,Top 50 quality games:,Top 50:,1,30.0,1.1,-4.7,96.6,20.9,100.0,82.5,0.0,21.5,40.0,44.2,0.0,0.0,300.0,2-3,.667,1-1,1.000,0-0,.000,,,,,,,,
3188,2009,Sr,6-6,Ryan Bathie,Nicholls St.,Slnd,28,77.5,3.6,3.9,108.7,27.2,55.3,58.5,6.8,15.3,19.3,16.5,1.8,2.3,28.6,73-94,.777,101-177,.571,54-152,.355,,,,,,,,
3189,,,,,Conf. games:,Conf. games:,16,76.9,3.9,5.3,111.2,27.5,58.1,61.8,6.1,16.8,18.4,16.9,1.1,2.5,39.4,55-71,.775,67-113,.593,25-67,.373,,,,,,,,
3190,,,,,Top 100 quality games:,Top 100:,5,82.5,3.6,1.0,100.9,26.3,51.5,51.5,7.2,15.4,18.1,14.2,0.0,1.7,6.1,2-4,.500,19-35,.543,10-31,.323,,,,,,,,
3191,,,,,Top 50 quality games:,Top 50:,3,78.3,5.6,3.2,117.9,26.8,57.3,57.2,11.3,13.8,22.5,10.2,0.0,1.4,4.9,1-2,.500,13-23,.565,7-18,.389,,,,,,,,
3192,2009,Fr,6-6,Kyle Ford,Nicholls St.,Slnd,9,11.4,0.9,-2.1,106.6,17.4,57.4,59.7,2.2,6.5,9.0,17.2,0.0,0.5,17.6,5-6,.833,3-6,.500,11-28,.393,,,,,,,,
3193,,,,,Top 100 quality games:,Top 100:,3,23.0,2.1,-2.4,131.2,12.5,78.6,81.8,0.0,6.5,15.4,23.7,0.0,0.0,28.6,2-2,1.000,1-2,.500,3-5,.600,,,,,,,,
3194,,,,,Top 50 quality games:,Top 50:,3,38.3,2.1,-2.4,132.2,12.0,78.6,81.8,0.0,6.3,12.9,23.3,0.0,0.0,28.6,2-2,1.000,1-2,.500,3-5,.600,,,,,,,,
3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,2009,Sr,5-10,Justin Payne,Nicholls St.,Slnd,28,77.9,0.8,-0.4,99.3,15.4,52.2,55.2,1.4,9.8,21.0,25.8,0.2,3.6,46.0,42-64,.656,29-68,.426,29-71,.408,,,,,,,,
3197,,,,,Conf. games:,Conf. games:,16,78.8,0.7,-0.6,99.1,15.2,48.7,53.4,1.7,9.3,21.0,24.1,0.3,3.2,59.2,30-45,.667,13-35,.371,16-41,.390,,,,,,,,
3198,,,,,Top 100 quality games:,Top 100:,5,85.5,0.3,-1.3,87.3,15.9,51.5,50.2,1.5,8.7,13.7,25.2,0.0,4.0,18.2,2-6,.333,8-19,.421,6-14,.429,,,,,,,,
3199,,,,,Top 50 quality games:,Top 50:,3,81.7,1.3,-0.3,93.1,17.7,52.4,52.4,2.7,7.4,16.3,25.9,0.0,5.3,19.0,2-4,.500,5-12,.417,4-9,.444,,,,,,,,
3200,2009,Sr,6-2,Mike Czepil,Nicholls St.,Slnd,18,11.9,0.3,-2.1,104.0,15.8,45.0,57.1,8.4,14.5,9.3,24.1,0.0,1.4,75.0,13-15,.867,6-8,.750,2-12,.167,,,,,,,,
3201,,,,,Conf. games:,Conf. games:,16,19.4,0.5,-0.8,111.4,15.8,50.0,61.7,9.3,14.5,10.4,22.7,0.0,1.5,83.3,13-15,.867,6-8,.750,2-10,.200,,,,,,,,
3202,,,,,Top 100 quality games:,Top 100:,2,7.0,-0.9,-5.3,58.7,4.6,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,2009,Jr,6-9,Chris Paige,Nicholls St.,Slnd,12,4.3,-0.3,-6.8,63.9,16.4,50.0,43.4,0.0,28.5,8.2,32.1,2.7,1.3,275.0,4-11,.364,2-4,.500,0-0,.000,,,,,,,,
3205,,,,,Conf. games:,Conf. games:,7,4.2,-0.7,-9.9,40.4,11.0,0.0,51.3,0.0,31.2,0.0,65.2,5.1,0.0,200.0,2-2,1.000,0-1,.000,0-0,.000,,,,,,,,
3206,,,,,Top 100 quality games:,Top 100:,2,5.0,-0.6,-14.1,41.8,33.3,100.0,44.4,0.0,14.9,0.0,41.1,0.0,6.8,500.0,1-5,.200,1-1,1.000,0-0,.000,,,,,,,,
3207,,,,,Top 50 quality games:,Top 50:,1,4.2,0.0,12.1,68.9,36.2,100.0,44.4,0.0,0.0,0.0,0.0,0.0,12.9,500.0,1-5,.200,1-1,1.000,0-0,.000,,,,,,,,
3208,2009,Fr,6-6,Joshua Johnson,Nicholls St.,Slnd,6,2.7,-0.4,-10.9,69.8,15.6,33.3,33.3,4.7,23.3,14.2,27.5,4.5,0.0,0.0,0-0,.000,2-6,.333,0-0,.000,,,,,,,,
3209,,,,,Conf. games:,Conf. games:,2,0.5,-0.5,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,,,,,Date,,Opponent,Result,Mins,ORtg,Usage,eFG,TS%,OR%,DR%,AST%,TO%,Stl%,Blk%,Dunk,Rim,Mid,2Pt,3Pt,FT,Ast,TO,Stl,Blk,OR,DR,PF,GBPM,NET,Pts
3212,2009,Jr,6-5,Gary Garris,NJIT,ind,31,80.7,-0.5,-4.9,82.0,22.0,44.0,46.4,4.4,16.0,9.8,23.6,1.5,2.9,21.0,46-68,.676,93-205,.454,33-119,.277,,,,,,,,
3213,,,,,Conf. games:,Conf. games:,12,85.6,-1.4,-8.2,78.7,20.5,42.2,44.5,5.3,15.4,8.4,25.4,1.1,2.0,16.4,14-20,.700,38-84,.452,9-38,.237,,,,,,,,
3214,,,,,Top 100 quality games:,Top 100:,3,67.5,1.6,-1.9,95.1,21.7,55.6,56.2,6.3,16.6,19.9,23.1,2.6,1.4,18.5,3-5,.600,9-16,.563,4-11,.364,,,,,,,,
3215,,,,,Top 50 quality games:,Top 50:,1,40.0,-1.1,-19.1,56.7,30.0,50.0,55.9,0.0,7.6,62.5,55.6,0.0,0.0,25.0,1-1,1.000,2-3,.667,0-1,.000,,,,,,,,
3216,2009,So,6-8,Paulius Skema,NJIT,ind,28,37.3,-0.6,-7.3,78.0,18.8,38.0,42.0,14.9,19.0,4.2,25.5,1.5,1.8,50.0,28-50,.560,38-98,.388,0-2,.000,,,,,,,,
3217,,,,,Conf. games:,Conf. games:,10,31.0,-0.8,-6.8,82.8,13.7,31.8,37.8,14.5,20.9,6.1,20.3,2.3,1.6,68.2,8-15,.533,7-22,.318,0-0,.000,,,,,,,,
3218,,,,,Top 100 quality games:,Top 100:,3,52.5,-1.8,-11.5,57.3,20.3,21.4,29.3,14.7,17.8,0.0,27.2,0.0,0.9,71.4,5-10,.500,3-14,.214,0-0,.000,,,,,,,,
3219,,,,,Top 50 quality games:,Top 50:,1,52.5,-2.0,-13.0,52.5,23.0,0.0,25.5,14.7,23.1,0.0,22.1,0.0,0.0,120.0,4-6,.667,0-5,.000,0-0,.000,,,,,,,,
3220,2009,So,6-3,Justin Garris,NJIT,ind,31,58.5,-1.4,-8.2,68.2,22.4,35.8,39.9,2.4,15.9,13.2,29.5,0.8,3.1,26.5,39-57,.684,35-100,.350,28-115,.243,,,,,,,,
3221,,,,,Conf. games:,Conf. games:,12,59.4,-1.0,-7.2,78.6,20.6,46.7,49.1,2.8,17.8,10.0,30.4,0.4,2.7,26.3,13-20,.650,19-37,.514,11-39,.282,,,,,,,,
3222,,,,,Top 100 quality games:,Top 100:,3,50.8,0.1,-6.0,72.4,33.1,34.6,43.6,3.4,12.9,27.9,31.6,0.0,5.7,30.8,8-8,1.000,3-13,.231,4-13,.308,,,,,,,,
3223,,,,,Top 50 quality games:,Top 50:,1,52.5,0.6,2.1,77.3,35.1,41.7,62.1,0.0,5.8,41.5,43.4,0.0,10.1,100.0,6-6,1.000,1-3,.333,1-3,.333,,,,,,,,
3224,2009,Fr,6-6,Mike Maczko,NJIT,ind,19,19.7,-1.8,-14.0,50.6,15.4,18.1,22.3,1.8,6.8,13.0,22.2,0.5,0.7,17.2,7-10,.700,3-24,.125,5-34,.147,,,,,,,,
3225,,,,,Conf. games:,Conf. games:,6,10.4,-0.9,-16.3,61.6,16.4,22.7,32.5,0.0,2.3,4.4,21.7,0.0,0.0,54.5,4-6,.667,1-4,.250,1-7,.143,,,,,,,,
3226,,,,,Top 100 quality games:,Top 100:,3,24.2,-1.1,-14.6,48.7,19.7,11.1,20.1,3.5,7.7,18.4,20.3,3.6,0.0,22.2,2-2,1.000,1-5,.200,0-4,.000,,,,,,,,
3227,,,,,Top 50 quality games:,Top 50:,1,20.0,-2.3,-18.8,0.0,17.1,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-1,.000,,,,,,,,
3228,2009,So,5-10,Brendon Lyn,NJIT,ind,26,48.0,-2.0,-8.5,66.0,16.4,34.1,36.5,1.8,9.8,20.2,31.8,0.8,1.5,15.9,13-20,.650,19-58,.328,16-68,.235,,,,,,,,
3229,,,,,Conf. games:,Conf. games:,10,32.5,-1.6,-8.7,66.6,13.9,28.0,34.1,2.2,15.5,19.9,33.0,1.5,0.8,24.0,5-6,.833,4-16,.250,2-9,.222,,,,,,,,
3230,,,,,Top 100 quality games:,Top 100:,3,60.0,-1.2,-8.9,65.6,22.4,37.0,38.3,2.8,12.5,26.8,32.3,0.0,0.8,4.3,1-1,1.000,4-11,.364,3-12,.250,,,,,,,,
3231,,,,,Top 50 quality games:,Top 50:,1,87.5,0.1,-0.1,81.0,20.6,50.0,50.0,2.9,20.8,15.7,22.3,0.0,1.5,0.0,0-0,.000,2-5,.400,3-8,.375,,,,,,,,
3232,2009,Fr,6-2,James Cruso,NJIT,ind,6,1.1,0.4,2.6,167.0,7.1,75.0,75.0,0.0,17.0,19.3,0.0,8.3,0.0,0.0,0-0,.000,0-0,.000,1-2,.500,,,,,,,,
3233,,,,,Conf. games:,Conf. games:,2,1.3,0.4,11.3,148.7,13.6,75.0,75.0,0.0,19.2,0.0,0.0,19.1,0.0,0.0,0-0,.000,0-0,.000,1-2,.500,,,,,,,,
3234,,,,,Top 100 quality games:,Top 100:,2,2.5,-0.5,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3235,,,,,Top 50 quality games:,Top 50:,1,2.5,-0.3,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3236,2009,Sr,6-4,Corey Lyons,Norfolk St.,MEAC,31,79.2,2.1,-1.4,101.9,24.2,46.2,51.7,3.4,9.2,5.7,15.9,1.8,2.1,43.7,124-167,.743,82-199,.412,63-183,.344,,,,,,,,
3237,,,,,Conf. games:,Conf. games:,16,77.2,2.2,-2.1,105.0,23.5,43.9,50.7,4.4,8.0,6.1,15.5,1.7,2.1,45.7,70-90,.778,43-106,.406,29-91,.319,,,,,,,,
3238,,,,,Top 100 quality games:,Top 100:,2,67.5,-0.8,-3.8,71.4,19.1,36.8,36.8,3.4,8.1,0.0,17.6,2.0,1.1,0.0,0-0,.000,1-6,.167,4-13,.308,,,,,,,,
3239,,,,,Top 50 quality games:,Top 50:,1,50.0,-6.0,-10.9,0.0,10.4,0.0,0.0,0.0,9.3,0.0,25.6,4.5,0.0,0.0,0-0,.000,0-3,.000,0-1,.000,,,,,,,,
3240,2009,Jr,6-7,Brandon Monroe,Norfolk St.,MEAC,28,65.9,0.5,-3.5,106.1,10.6,62.0,55.8,12.4,15.7,5.0,21.5,3.9,1.5,48.0,13-48,.271,62-100,.620,0-0,.000,,,,,,,,
3241,,,,,Conf. games:,Conf. games:,14,65.8,1.1,-2.7,112.7,11.3,66.1,57.3,14.0,15.6,6.5,18.3,3.9,1.7,50.8,6-30,.200,39-59,.661,0-0,.000,,,,,,,,
3242,,,,,Top 100 quality games:,Top 100:,2,56.3,-3.2,-11.8,43.7,15.0,22.2,20.1,10.3,9.7,0.0,26.8,4.7,0.0,22.2,0-2,.000,2-9,.222,0-0,.000,,,,,,,,
3243,,,,,Top 50 quality games:,Top 50:,1,55.0,-3.6,-9.7,39.1,14.6,20.0,16.8,7.7,8.5,0.0,16.5,8.3,0.0,40.0,0-2,.000,1-5,.200,0-0,.000,,,,,,,,
3244,2009,Sr,6-4,Kevin Worsley,Norfolk St.,MEAC,31,51.5,0.2,-2.4,94.7,16.4,44.6,47.2,8.8,12.2,9.9,21.6,1.8,3.8,21.2,23-33,.697,68-133,.511,1-23,.043,,,,,,,,
3245,,,,,Conf. games:,Conf. games:,16,48.6,0.9,-2.1,107.7,16.3,51.4,54.5,11.7,13.0,9.9,21.6,1.3,3.6,29.7,16-22,.727,38-70,.543,0-4,.000,,,,,,,,
3246,,,,,Top 100 quality games:,Top 100:,2,51.3,0.7,2.9,94.8,15.1,45.8,45.8,0.0,10.7,14.3,9.8,0.0,4.4,0.0,0-0,.000,4-6,.667,1-6,.167,,,,,,,,
3247,,,,,Top 50 quality games:,Top 50:,1,40.0,2.4,13.1,117.0,22.2,64.3,64.3,0.0,5.8,50.0,15.0,0.0,6.7,0.0,0-0,.000,3-5,.600,1-2,.500,,,,,,,,
3248,2009,Sr,6-8,Oludele Doherty,Norfolk St.,MEAC,20,10.3,-0.1,-7.1,97.5,9.8,43.8,49.2,10.5,20.5,0.0,22.4,3.3,0.4,43.8,5-7,.714,7-16,.438,0-0,.000,,,,,,,,
3249,,,,,Conf. games:,Conf. games:,10,10.8,-0.3,-7.3,90.3,10.5,37.5,48.2,11.5,23.7,0.0,30.3,4.5,0.0,62.5,4-5,.800,3-8,.375,0-0,.000,,,,,,,,
3250,,,,,Top 100 quality games:,Top 100:,1,7.5,0.8,1.8,121.0,17.4,50.0,50.0,31.0,36.5,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,,,,,
3251,,,,,Top 50 quality games:,Top 50:,1,15.0,0.7,1.8,119.0,16.1,50.0,50.0,28.4,31.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,,,,,
3252,2009,Sr,6-6,Raphael Hall,Norfolk St.,MEAC,7,3.7,0.1,-4.6,100.8,14.1,40.6,40.6,4.9,2.5,0.0,0.0,0.0,2.5,0.0,0-0,.000,2-4,.500,3-12,.250,,,,,,,,
3253,,,,,Conf. games:,Conf. games:,1,0.5,-0.9,-17.7,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,,,,,2008,Jr,6-6,Raphael Hall,Norfolk St.,MEAC,23,9.2,0.3,-1.0,108.6,18.1,48.8,48.5,5.8,12.8,5.0,8.2,0.0,2.0,11.6,2-5,.400,6-19,.316,10-24,.417,,,,
3256,2009,Jr,5-11,Ty Lawson,North Carolina,ACC,34,69.3,6.4,14.2,133.7,22.7,59.8,65.3,2.3,7.6,35.7,14.9,0.4,3.8,61.6,164-205,.800,127-229,.555,48-104,.462,,,,,,,,
3257,,,,,Conf. games:,Conf. games:,16,80.8,6.2,10.9,129.3,21.4,58.9,64.7,2.2,7.5,33.2,18.6,0.3,2.5,47.9,67-78,.859,60-110,.545,24-53,.453,,,,,,,,
3258,,,,,Top 100 quality games:,Top 100:,23,73.9,7.0,14.2,131.0,23.8,58.0,63.9,2.4,8.6,35.5,15.0,0.4,3.7,59.6,120-149,.805,94-175,.537,34-75,.453,,,,,,,,
3259,,,,,Top 50 quality games:,Top 50:,14,77.4,8.0,16.0,133.7,24.1,59.6,66.2,3.0,10.0,34.0,14.8,0.4,3.8,65.0,85-102,.833,59-107,.551,23-50,.460,,,,,,,,
3260,2009,Sr,6-9,Tyler Hansbrough,North Carolina,ACC,34,69.3,6.2,10.7,124.7,26.5,52.4,61.3,10.7,16.6,5.9,12.2,1.1,2.2,68.2,249-296,.841,214-411,.521,9-23,.391,,,,,,,,
3261,,,,,Conf. games:,Conf. games:,16,79.5,6.1,8.4,124.3,24.4,51.0,59.5,10.4,17.5,5.7,11.9,1.4,0.8,61.4,107-127,.843,95-194,.490,7-13,.538,,,,,,,,
3262,,,,,Top 100 quality games:,Top 100:,24,76.2,6.5,10.0,123.9,25.9,51.5,60.2,10.2,16.2,6.3,11.7,1.2,1.9,66.3,171-205,.834,147-291,.505,8-18,.444,,,,,,,,
3263,,,,,Top 50 quality games:,Top 50:,15,77.5,5.6,8.6,118.1,24.1,50.3,58.5,9.6,17.9,6.1,13.8,1.3,2.1,68.6,92-116,.793,79-158,.500,4-11,.364,,,,,,,,
3264,2009,Jr,6-4,Wayne Ellington,North Carolina,ACC,37,76.4,4.9,8.3,123.7,20.4,57.5,60.1,5.4,10.9,14.8,13.9,0.5,1.5,25.7,87-112,.777,126-236,.534,83-200,.415,,,,,,,,
3265,,,,,Conf. games:,Conf. games:,16,81.2,5.5,7.8,123.1,21.2,57.0,60.2,7.0,10.9,14.8,15.8,0.2,1.0,28.9,46-58,.793,59-107,.551,37-94,.394,,,,,,,,
3266,,,,,Top 100 quality games:,Top 100:,25,81.3,5.7,8.7,125.0,20.6,58.4,61.0,5.1,10.6,13.1,13.2,0.2,1.3,26.4,64-83,.771,89-170,.524,63-144,.438,,,,,,,,
3267,,,,,Top 50 quality games:,Top 50:,15,82.8,5.5,8.0,118.6,21.4,54.4,57.8,4.5,10.8,13.2,14.1,0.2,1.4,31.3,46-60,.767,55-105,.524,33-87,.379,,,,,,,,
3268,2009,Sr,6-5,Danny Green,North Carolina,ACC,37,68.6,4.0,10.0,120.8,19.5,56.3,58.6,6.8,10.3,16.3,16.4,4.4,3.4,15.5,50-58,.862,98-193,.508,75-181,.414,,,,,,,,
3269,,,,,Conf. games:,Conf. games:,16,70.9,4.7,11.8,121.4,21.5,55.6,58.9,7.5,10.8,16.5,16.8,4.3,3.9,24.0,36-43,.837,47-95,.495,35-84,.417,,,,,,,,
3270,,,,,Top 100 quality games:,Top 100:,25,71.1,3.6,8.5,113.4,19.4,50.2,53.2,6.4,10.2,16.0,16.8,4.8,3.4,17.7,37-44,.841,53-125,.424,48-124,.387,,,,,,,,
3271,,,,,Top 50 quality games:,Top 50:,15,72.1,3.8,8.9,112.0,19.6,50.7,53.9,6.9,11.3,14.0,17.7,4.5,3.7,20.0,25-30,.833,34-77,.442,28-73,.384,,,,,,,,
3272,2009,Sr,6-3,Bobby Frasor,North Carolina,ACC,37,43.3,0.2,0.3,98.7,9.8,42.9,43.2,3.8,7.9,10.8,21.7,0.7,1.8,12.3,6-13,.462,17-37,.459,19-69,.275,,,,,,,,
3273,,,,,Conf. games:,Conf. games:,16,38.9,0.3,0.7,99.1,10.1,36.2,36.8,5.0,8.0,11.5,14.7,0.7,1.5,14.9,3-7,.429,8-16,.500,6-31,.194,,,,,,,,
3274,,,,,Top 100 quality games:,Top 100:,25,43.6,0.2,-0.2,99.1,8.1,39.3,40.8,4.1,8.5,8.7,19.9,0.6,1.2,19.6,6-11,.545,7-17,.412,10-39,.256,,,,,,,,
3275,,,,,Top 50 quality games:,Top 50:,15,44.5,1.0,0.5,113.1,7.5,51.7,52.5,4.8,8.7,8.6,21.4,0.7,0.8,16.7,3-5,.600,5-11,.455,7-19,.368,,,,,,,,
3276,2009,Sr,6-4,Patrick Moody,North Carolina,ACC,20,2.6,0.2,8.3,110.4,23.8,58.3,60.5,11.0,25.4,0.0,17.0,7.1,2.7,108.3,8-13,.615,7-12,.583,0-0,.000,,,,,,,,
3277,,,,,Conf. games:,Conf. games:,5,1.1,0.2,15.3,118.7,17.4,0.0,51.7,0.0,28.7,0.0,0.0,0.0,7.6,400.0,3-4,.750,0-1,.000,0-0,.000,,,,,,,,
3278,,,,,Top 100 quality games:,Top 100:,8,1.1,0.2,9.9,118.7,22.7,66.7,59.8,0.0,18.4,0.0,0.0,8.4,0.0,200.0,3-6,.500,2-3,.667,0-0,.000,,,,,,,,
3279,,,,,Top 50 quality games:,Top 50:,5,1.3,0.0,-0.4,76.7,21.4,50.0,38.5,0.0,12.8,0.0,0.0,12.3,0.0,200.0,1-4,.250,1-2,.500,0-0,.000,,,,,,,,
3280,2009,Sr,6-7,Mike Copeland,North Carolina,ACC,17,2.8,0.1,-5.3,88.9,19.8,25.0,35.4,10.2,21.2,3.5,12.7,0.0,0.0,31.3,5-5,1.000,4-14,.286,0-2,.000,,,,,,,,
3281,,,,,Conf. games:,Conf. games:,10,3.6,-0.3,-10.5,54.5,11.6,25.0,25.0,4.5,21.9,6.2,40.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-2,.000,,,,,,,,
3282,,,,,Top 100 quality games:,Top 100:,13,2.5,0.1,-4.8,91.2,17.5,25.0,33.5,12.7,28.3,6.0,12.4,0.0,0.0,25.0,2-2,1.000,2-6,.333,0-2,.000,,,,,,,,
3283,,,,,Top 50 quality games:,Top 50:,7,2.0,-0.3,-9.2,39.0,6.6,0.0,0.0,8.9,25.5,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,,,,,
3284,2009,Sr,6-2,Jack Wooten,North Carolina,ACC,18,2.3,-0.2,-5.2,61.4,15.5,27.8,27.5,0.0,14.6,8.2,19.9,0.0,0.0,44.4,1-4,.250,1-4,.250,1-5,.200,,,,,,,,
3285,,,,,Conf. games:,Conf. games:,4,0.9,-0.2,-15.9,47.2,31.0,25.0,25.0,0.0,16.8,0.0,28.6,0.0,0.0,0.0,0-0,.000,1-3,.333,0-1,.000,,,,,,,,
3286,,,,,Top 100 quality games:,Top 100:,6,0.8,-0.3,-9.4,26.1,13.4,0.0,0.0,0.0,12.6,16.8,0.0,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,,,,,
