,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
3271,,,,,Top 50 quality games:,Top 50:,2,47.5,4.1,142.8,19.0,73.3,73.3,0.0,6.4,14.3,7.6,0.0,4.3,0.0,0-0,.000,2-5,.400,6-10,.600,,,,
3272,2018,Sr,6-2,J.T. Miller,Missouri St.,MVC,31,49.8,1.0,95.2,23.1,49.3,51.2,4.1,14.2,12.8,21.3,1.2,1.4,22.5,32-49,.653,91-181,.503,11-37,.297,,,,
3273,Conf. games:,Conf. games:,18,51.9,0.2,82.5,24.1,47.6,48.7,3.3,14.5,10.1,27.0,1.8,1.3,17.3,13-22,.591,50-101,.495,7-26,.269,,,,,,,,
3274,Top 100 quality games:,Top 100:,6,51.3,0.9,91.5,21.9,46.4,47.3,4.9,11.1,10.2,18.5,0.9,1.5,11.9,3-5,.600,15-35,.429,3-7,.429,,,,,,,,
3275,,,,,Top 50 quality games:,Top 50:,2,77.5,4.0,117.3,20.0,60.9,59.4,8.5,15.6,2.9,8.8,0.0,1.8,13.0,1-3,.333,11-21,.524,2-2,1.000,,,,
3276,2018,Sr,7-2,Tanveer Bhullar,Missouri St.,MVC,23,14.3,0.3,91.9,24.6,44.4,45.5,12.9,16.5,13.5,21.4,4.2,1.6,20.6,7-13,.538,28-62,.452,0-1,.000,,,,
3277,Conf. games:,Conf. games:,11,11.6,0.7,108.8,19.0,52.2,52.2,14.7,17.0,18.2,19.2,8.1,2.2,0.0,0-0,.000,12-23,.522,0-0,.000,,,,,,,,
3278,Top 100 quality games:,Top 100:,5,12.9,0.2,85.9,26.2,55.6,50.3,7.7,12.0,27.8,30.6,3.5,2.0,22.2,0-2,.000,5-9,.556,0-0,.000,,,,,,,,
3279,,,,,Top 50 quality games:,Top 50:,2,20.0,0.3,78.7,35.8,66.7,57.6,16.4,15.2,12.2,38.2,0.0,3.4,33.3,0-2,.000,4-6,.667,0-0,.000,,,,
3280,2018,Sr,5-10,Ronnie Rousseau III,Missouri St.,MVC,27,45.3,-0.1,88.5,16.5,42.1,43.4,1.2,5.8,13.1,19.6,0.2,1.0,20.5,16-30,.533,30-76,.395,21-70,.300,,,,
3281,Conf. games:,Conf. games:,15,42.1,-0.7,76.8,17.4,36.7,37.5,0.7,5.1,10.8,18.4,0.0,1.0,19.3,7-16,.438,14-37,.378,11-46,.239,,,,,,,,
3282,Top 100 quality games:,Top 100:,5,45.8,0.7,97.2,15.9,44.4,46.5,2.2,5.7,15.3,17.8,0.0,0.6,7.4,2-2,1.000,6-13,.462,4-14,.286,,,,,,,,
3283,,,,,Top 50 quality games:,Top 50:,2,52.5,2.0,118.2,13.9,77.8,77.8,3.1,0.0,7.7,28.1,0.0,0.0,0.0,0-0,.000,4-6,.667,2-3,.667,,,,
3284,2018,So,6-7,Abdul-Hakim Fofana,Missouri St.,MVC,12,4.3,-0.5,60.6,13.8,40.0,47.5,6.2,18.3,0.0,48.0,2.0,2.2,100.0,3-5,.600,2-5,.400,0-0,.000,,,,
3285,Conf. games:,Conf. games:,6,5.2,-0.9,54.0,9.0,50.0,50.8,2.9,15.6,0.0,53.7,0.0,3.2,100.0,1-2,.500,1-2,.500,0-0,.000,,,,,,,,
3286,Top 100 quality games:,Top 100:,1,2.1,-1.6,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,2018,Sr,6-1,Austin Tilghman,Monmouth,MAAC,30,78.3,2.0,104.2,21.3,48.1,54.8,2.3,17.6,32.4,23.1,0.3,2.4,65.4,110-151,.728,99-193,.513,8-38,.211,,,,
3289,Conf. games:,Conf. games:,17,79.5,2.6,110.5,21.7,51.8,58.5,2.9,17.9,33.9,22.1,0.2,2.8,67.9,70-93,.753,65-122,.533,4-15,.267,,,,,,,,
3290,Top 100 quality games:,Top 100:,3,70.0,-1.3,70.1,16.8,26.2,31.4,0.0,7.0,21.6,20.1,0.0,2.0,28.6,4-6,.667,4-16,.250,1-5,.200,,,,,,,,
3291,,,,,Top 50 quality games:,Top 50:,3,70.0,-1.3,70.1,16.8,26.2,31.4,0.0,7.0,21.6,20.1,0.0,2.0,28.6,4-6,.667,4-16,.250,1-5,.200,,,,
3292,2018,Jr,6-5,Micah Seaborn,Monmouth,MAAC,18,36.3,2.0,102.9,26.0,55.2,59.9,1.1,15.4,16.4,22.2,0.8,1.8,29.3,47-53,.887,37-86,.430,42-95,.442,,,,
3293,Conf. games:,Conf. games:,8,24.2,1.2,99.9,26.4,54.9,59.6,0.7,17.4,14.7,23.7,0.8,2.5,25.0,17-18,.944,14-33,.424,17-39,.436,,,,,,,,
3294,Top 100 quality games:,Top 100:,3,66.7,2.1,92.1,25.8,46.4,55.0,2.8,10.3,16.7,27.4,1.3,2.8,35.7,10-10,1.000,4-10,.400,6-18,.333,,,,,,,,
3295,,,,,Top 50 quality games:,Top 50:,3,66.7,2.1,92.1,25.8,46.4,55.0,2.8,10.3,16.7,27.4,1.3,2.8,35.7,10-10,1.000,4-10,.400,6-18,.333,,,,
3296,2018,Sr,6-10,Zac Tillman,Monmouth,MAAC,31,40.4,1.0,105.2,20.8,56.8,60.7,7.6,13.4,9.2,21.9,2.5,1.5,50.4,51-70,.729,79-139,.568,0-0,.000,,,,
3297,Conf. games:,Conf. games:,18,41.4,1.5,114.1,20.9,58.8,63.5,9.7,10.2,7.7,18.5,3.3,2.0,52.9,35-45,.778,50-85,.588,0-0,.000,,,,,,,,
3298,Top 100 quality games:,Top 100:,3,45.8,-2.3,48.6,17.3,28.6,39.3,2.0,19.3,11.8,53.6,1.8,1.0,57.1,3-4,.750,2-7,.286,0-0,.000,,,,,,,,
3299,,,,,Top 50 quality games:,Top 50:,3,45.8,-2.3,48.6,17.3,28.6,39.3,2.0,19.3,11.8,53.6,1.8,1.0,57.1,3-4,.750,2-7,.286,0-0,.000,,,,
3300,2018,Jr,6-5,Pierre Sarr,Monmouth,MAAC,23,17.5,0.4,99.7,19.1,58.5,63.0,8.3,24.9,10.3,30.1,3.5,2.3,82.9,24-34,.706,15-29,.517,6-12,.500,,,,
3301,Conf. games:,Conf. games:,14,19.9,0.4,103.8,18.4,56.3,64.6,7.6,26.7,10.0,29.0,2.9,2.7,108.3,20-26,.769,9-19,.474,3-5,.600,,,,,,,,
3302,Top 100 quality games:,Top 100:,3,18.3,0.7,105.1,19.5,83.3,75.9,25.0,16.0,22.2,39.6,4.6,0.0,66.7,1-2,.500,1-1,1.000,1-2,.500,,,,,,,,
3303,,,,,Top 50 quality games:,Top 50:,3,18.3,0.7,105.1,19.5,83.3,75.9,25.0,16.0,22.2,39.6,4.6,0.0,66.7,1-2,.500,1-1,1.000,1-2,.500,,,,
3304,2018,Sr,5-10,Dan Pillari,Monmouth,MAAC,8,1.3,0.3,122.5,21.9,75.0,82.5,0.0,6.6,21.2,30.1,0.0,0.0,300.0,5-6,.833,0-0,.000,1-2,.500,,,,
3305,Conf. games:,Conf. games:,5,1.9,0.1,92.5,22.3,0.0,64.9,0.0,8.2,11.3,35.7,0.0,0.0,600.0,5-6,.833,0-0,.000,0-1,.000,,,,,,,,
3306,Top 100 quality games:,Top 100:,2,1.7,1.1,288.7,31.9,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,,,,,
3307,,,,,Top 50 quality games:,Top 50:,2,1.7,1.1,288.7,31.9,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,
3308,2018,Sr,6-8,Fabijan Krslovic,Montana,BSky,32,62.5,1.4,111.1,15.9,56.7,60.6,7.2,16.9,9.9,21.6,2.5,2.1,56.1,63-88,.716,89-153,.582,0-4,.000,,,,
3309,Conf. games:,Conf. games:,18,63.0,2.0,118.3,16.9,63.0,65.5,7.2,16.1,12.0,20.5,1.9,1.9,62.0,40-57,.702,58-91,.637,0-1,.000,,,,,,,,
3310,Top 100 quality games:,Top 100:,7,64.3,1.3,102.9,15.3,54.5,60.2,5.6,19.1,8.2,25.1,3.8,2.9,54.5,14-18,.778,18-33,.545,0-0,.000,,,,,,,,
3311,,,,,Top 50 quality games:,Top 50:,2,73.8,-0.4,84.3,11.6,57.1,61.8,1.8,21.0,0.0,35.0,2.0,2.0,57.1,3-4,.750,4-7,.571,0-0,.000,,,,
3312,2018,So,6-3,Trever Spoja,Montana,BSky,18,3.4,-0.3,53.7,16.6,20.8,23.2,2.6,5.4,7.1,23.4,0.0,0.0,16.7,1-2,.500,1-3,.333,1-9,.111,,,,
3313,Conf. games:,Conf. games:,10,3.6,-0.1,78.5,17.6,31.3,33.5,4.6,8.5,6.1,12.4,0.0,0.0,25.0,1-2,.500,1-3,.333,1-5,.200,,,,,,,,
3314,Top 100 quality games:,Top 100:,2,0.4,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3315,,,,,Top 50 quality games:,Top 50:,1,0.6,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
3316,2018,Fr,6-1,Lars Espe,Montana,BSky,15,3.1,-0.1,91.7,13.0,41.7,40.4,5.8,2.9,15.8,21.9,2.8,0.0,50.0,1-3,.333,1-3,.333,1-3,.333,,,,
3317,Conf. games:,Conf. games:,8,3.6,0.4,139.7,12.2,62.5,55.3,4.6,4.2,24.4,0.0,4.3,0.0,75.0,1-3,.333,1-3,.333,1-1,1.000,,,,,,,,
3318,Top 100 quality games:,Top 100:,2,1.8,-0.5,23.5,21.6,0.0,0.0,20.3,0.0,0.0,53.1,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
3319,,,,,Top 50 quality games:,Top 50:,1,0.6,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
3320,2018,So,6-6,Niko Bevens,Montana,BSky,13,1.7,-0.1,84.4,11.1,37.5,37.5,5.2,0.0,7.1,23.4,0.0,2.6,0.0,0-0,.000,0-1,.000,1-3,.333,,,,
3321,Conf. games:,Conf. games:,6,1.5,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3322,Top 100 quality games:,Top 100:,4,1.4,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3323,,,,,Top 50 quality games:,Top 50:,1,1.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
3324,2018,Fr,7-0,Admir Besovic,Montana,BSky,16,2.2,0.1,113.6,17.6,62.5,64.9,7.9,4.1,6.8,22.4,0.0,0.0,12.5,1-1,1.000,5-8,.625,0-0,.000,,,,
3325,Conf. games:,Conf. games:,8,2.3,0.2,123.7,19.7,66.7,69.5,0.0,0.0,12.4,16.9,0.0,0.0,16.7,1-1,1.000,4-6,.667,0-0,.000,,,,,,,,
3326,Top 100 quality games:,Top 100:,3,2.1,-0.4,36.4,11.6,0.0,0.0,16.9,0.0,0.0,82.3,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3327,,,,,Top 50 quality games:,Top 50:,1,0.6,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
3328,2018,Sr,6-6,Konner Frey,Montana St.,BSky,30,41.6,1.7,120.5,19.2,58.6,61.7,10.1,23.4,7.3,13.3,0.2,2.3,41.8,45-61,.738,57-103,.553,19-43,.442,,,,
3329,Conf. games:,Conf. games:,18,41.1,2.1,125.2,20.8,59.7,62.6,10.2,23.2,8.2,9.9,0.0,2.2,41.8,30-41,.732,36-67,.537,15-31,.484,,,,,,,,
3330,Top 100 quality games:,Top 100:,4,40.0,1.5,106.4,22.2,45.7,47.8,12.1,25.5,7.5,3.9,0.0,2.6,47.8,6-11,.545,6-15,.400,3-8,.375,,,,,,,,
3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,2018,Sr,6-4,Zach Green,Montana St.,BSky,30,41.3,0.5,100.0,18.7,43.4,49.4,8.8,20.0,11.7,17.9,1.5,1.6,55.4,46-67,.687,45-100,.450,5-21,.238,,,,
3333,Conf. games:,Conf. games:,18,40.1,0.3,94.7,19.1,42.9,47.7,7.6,22.1,10.7,18.9,1.5,1.1,41.6,22-32,.688,30-66,.455,2-11,.182,,,,,,,,
3334,Top 100 quality games:,Top 100:,4,49.4,1.0,100.8,18.3,33.3,44.6,8.6,14.8,18.4,11.4,2.5,2.8,77.8,10-14,.714,6-16,.375,0-2,.000,,,,,,,,
3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,2018,Sr,6-6,Joe Mvuezolo Jr.,Montana St.,BSky,30,51.0,0.5,95.7,20.3,46.4,49.7,3.4,14.9,7.8,16.0,3.0,1.4,30.1,43-62,.694,58-128,.453,25-78,.321,,,,
3337,Conf. games:,Conf. games:,18,51.5,0.4,95.0,19.4,44.3,49.3,3.6,14.7,6.4,16.1,2.3,1.0,34.8,30-40,.750,30-72,.417,14-43,.326,,,,,,,,
3338,Top 100 quality games:,Top 100:,4,50.0,0.5,91.7,18.8,47.9,50.3,2.4,16.1,11.6,18.3,2.5,0.0,25.0,4-6,.667,7-15,.467,3-9,.333,,,,,,,,
3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,2018,Sr,6-9,Benson Osayande,Montana St.,BSky,20,10.0,0.2,100.0,19.7,40.7,49.4,14.6,5.9,4.7,18.6,1.8,2.3,81.5,15-22,.682,11-27,.407,0-0,.000,,,,
3341,Conf. games:,Conf. games:,15,12.3,0.5,113.5,20.8,45.5,53.2,16.4,5.2,6.6,11.9,1.2,1.2,86.4,13-19,.684,10-22,.455,0-0,.000,,,,,,,,
3342,Top 100 quality games:,Top 100:,2,5.0,0.9,132.8,27.5,0.0,51.3,36.4,0.0,0.0,0.0,0.0,0.0,200.0,4-4,1.000,0-2,.000,0-0,.000,,,,,,,,
3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,2018,Jr,6-0,Devonte Klines,Montana St.,BSky,30,57.9,-0.5,82.7,20.3,39.6,43.4,3.1,5.1,11.6,21.1,0.9,1.3,36.9,47-76,.618,68-164,.415,9-42,.214,,,,
3345,Conf. games:,Conf. games:,18,62.3,-0.3,84.0,21.8,39.7,44.2,3.0,5.4,10.6,19.7,0.7,1.1,37.7,36-55,.655,49-119,.412,6-27,.222,,,,,,,,
3346,Top 100 quality games:,Top 100:,4,61.3,-1.5,64.5,23.8,39.1,41.1,0.0,7.2,6.9,28.2,0.0,0.0,37.5,6-12,.500,8-23,.348,3-9,.333,,,,,,,,
3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,2018,Fr,6-2,Isaac Bonton,Montana St.,BSky,9,13.8,-0.5,76.2,26.6,35.6,41.1,1.9,12.1,14.7,23.8,0.7,2.7,30.3,15-20,.750,16-50,.320,5-16,.313,,,,
3349,Top 100 quality games:,Top 100:,1,15.0,0.1,73.5,34.0,35.0,37.8,0.0,4.9,58.0,26.9,0.0,2.3,40.0,2-4,.500,2-8,.250,1-2,.500,,,,,,,,
3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,,,,,Total:,15-20,.750,16-50,.320,5-16,.312,,,,,,,,,,,,,,,,,,,
3352,2018,Fr,6-11,Luke Schultz,Montana St.,BSky,8,2.2,0.1,97.0,22.7,25.0,45.7,23.3,8.9,0.0,18.2,0.0,2.1,250.0,6-10,.600,1-4,.250,0-0,.000,,,,
3353,Conf. games:,Conf. games:,1,0.1,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3354,Top 100 quality games:,Top 100:,1,3.1,1.2,134.6,28.6,100.0,69.0,19.4,0.0,0.0,0.0,0.0,0.0,400.0,2-4,.500,1-1,1.000,0-0,.000,,,,,,,,
3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,2018,Jr,6-0,Adrian Hicks,Morehead St.,OVC,27,77.2,1.5,98.2,23.0,47.5,52.5,3.2,8.6,27.5,23.6,0.9,3.3,70.2,98-153,.641,66-140,.471,25-78,.321,,,,
3357,Conf. games:,Conf. games:,18,81.4,2.2,103.6,23.9,47.2,53.0,3.0,7.9,29.9,19.8,0.8,3.4,69.9,76-114,.667,50-104,.481,18-59,.305,,,,,,,,
3358,Top 100 quality games:,Top 100:,6,72.5,-0.4,78.6,21.2,38.3,40.4,2.9,13.4,21.4,22.9,0.7,3.2,44.7,10-21,.476,12-30,.400,4-17,.235,,,,,,,,
3359,,,,,Top 50 quality games:,Top 50:,3,63.3,-1.4,67.2,18.9,29.4,32.9,1.3,15.6,26.5,26.6,0.0,2.1,52.9,4-9,.444,2-9,.222,2-8,.250,,,,
3360,2018,So,6-7,Londell King,Morehead St.,OVC,24,44.2,1.3,102.8,22.9,56.4,58.8,14.6,24.0,8.6,24.7,6.0,1.7,39.7,38-56,.679,63-104,.606,11-37,.297,,,,
3361,Conf. games:,Conf. games:,17,52.2,1.3,102.1,23.4,59.0,60.9,15.1,21.0,9.9,27.6,5.5,1.2,35.8,26-38,.684,49-76,.645,9-30,.300,,,,,,,,
3362,Top 100 quality games:,Top 100:,5,24.6,1.2,103.4,24.9,55.3,56.8,15.6,24.7,4.2,19.2,8.2,2.8,52.6,6-10,.600,9-15,.600,1-4,.250,,,,,,,,
3363,,,,,Top 50 quality games:,Top 50:,3,28.3,-0.7,63.6,20.4,42.9,37.3,11.6,30.5,6.4,31.5,10.4,3.2,71.4,1-5,.200,3-5,.600,0-2,.000,,,,
3364,2018,Jr,6-3,Emanuel Thompson,Morehead St.,OVC,12,12.1,-0.2,82.9,17.7,39.7,41.1,6.0,12.1,6.2,19.6,0.9,2.6,12.8,3-5,.600,8-18,.444,5-21,.238,,,,
3365,Conf. games:,Conf. games:,3,3.2,-2.4,0.0,7.6,0.0,0.0,0.0,15.8,0.0,33.1,0.0,5.1,0.0,0-0,.000,0-0,.000,0-3,.000,,,,,,,,
3366,Top 100 quality games:,Top 100:,4,21.7,0.0,77.0,26.9,31.8,34.9,11.8,5.6,12.6,16.1,0.0,1.1,22.7,3-5,.600,4-13,.308,2-9,.222,,,,,,,,
3367,,,,,Top 50 quality games:,Top 50:,3,35.0,0.3,79.0,30.1,35.0,38.0,11.7,7.1,17.5,17.3,0.0,1.3,25.0,3-5,.600,4-12,.333,2-8,.250,,,,
3368,2018,So,6-7,Alonzo Chatman,Morehead St.,OVC,22,24.0,-0.4,84.9,13.8,57.6,55.7,8.6,13.1,4.5,34.6,0.0,0.7,75.8,12-25,.480,19-33,.576,0-0,.000,,,,
3369,Conf. games:,Conf. games:,13,19.9,-0.6,83.2,12.1,53.3,48.8,7.0,10.2,2.7,26.8,0.0,0.4,120.0,7-18,.389,8-15,.533,0-0,.000,,,,,,,,
3370,Top 100 quality games:,Top 100:,6,32.9,1.0,115.6,12.8,80.0,79.8,10.3,5.5,10.7,33.2,0.0,0.7,40.0,3-4,.750,8-10,.800,0-0,.000,,,,,,,,
3371,,,,,Top 50 quality games:,Top 50:,3,39.2,0.6,106.7,9.9,75.0,70.7,10.5,3.2,13.1,35.1,0.0,0.0,50.0,1-2,.500,3-4,.750,0-0,.000,,,,
3372,2018,So,6-7,Cedric Wright,Morehead St.,OVC,3,2.5,-0.4,77.0,16.7,50.0,47.1,4.1,13.5,0.0,25.1,0.0,2.1,50.0,1-3,.333,3-6,.500,0-0,.000,,,,
3373,Top 100 quality games:,Top 100:,2,7.1,0.2,89.5,20.4,60.0,63.9,0.0,25.7,0.0,32.4,0.0,3.3,20.0,1-1,1.000,3-5,.600,0-0,.000,,,,,,,,
3374,Top 50 quality games:,Top 50:,2,14.2,0.2,88.1,19.7,60.0,63.9,0.0,26.1,0.0,32.6,0.0,3.2,20.0,1-1,1.000,3-5,.600,0-0,.000,,,,,,,,
3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2018,Sr,6-5,Tiwian Kendley,Morgan St.,MEAC,22,58.8,3.4,105.3,37.6,48.7,55.7,3.9,9.8,18.2,16.5,1.1,3.6,60.3,181-238,.761,143-272,.526,33-123,.268,,,,
3377,Conf. games:,Conf. games:,16,80.3,2.9,103.3,37.1,48.9,55.5,3.9,10.2,18.2,17.9,0.9,3.0,59.3,124-166,.747,101-187,.540,24-93,.258,,,,,,,,
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,,,,,2017,Jr,6-5,Tiwian Kendley,Morgan St.,MEAC,22,61.4,2.0,94.7,35.1,43.5,51.5,5.6,11.7,8.1,21.4,1.3,2.2,54.3,153-195,.785,87-209,.416,46-150,.307
3380,2018,Sr,6-9,Phillip Carr,Morgan St.,MEAC,29,78.6,1.9,109.4,21.2,45.9,52.4,9.1,22.2,8.4,12.8,2.4,1.2,35.0,101-116,.871,137-293,.468,10-38,.263,,,,
3381,Conf. games:,Conf. games:,15,74.0,2.2,118.9,19.8,49.4,56.4,10.8,22.4,8.6,11.1,3.6,1.6,34.6,51-54,.944,71-144,.493,4-12,.333,,,,,,,,
3382,Top 100 quality games:,Top 100:,1,77.5,-5.8,30.2,22.0,15.4,15.4,6.1,3.6,0.0,29.9,0.0,0.0,0.0,0-0,.000,2-11,.182,0-2,.000,,,,,,,,
3383,,,,,Top 50 quality games:,Top 50:,1,77.5,-5.8,30.2,22.0,15.4,15.4,6.1,3.6,0.0,29.9,0.0,0.0,0.0,0-0,.000,2-11,.182,0-2,.000,,,,
3384,2018,Jr,6-4,Khalil Gracey,Morgan St.,MEAC,21,12.5,-0.0,89.9,21.4,39.4,42.3,5.5,9.9,17.1,17.2,0.0,2.6,28.8,9-15,.600,13-34,.382,5-18,.278,,,,
3385,Conf. games:,Conf. games:,11,10.7,0.4,114.7,21.2,56.3,58.6,7.6,7.8,15.4,15.1,0.0,1.6,29.2,5-7,.714,9-16,.563,3-8,.375,,,,,,,,
3386,Top 100 quality games:,Top 100:,1,32.5,-3.2,16.7,28.4,0.0,0.0,0.0,0.0,51.3,27.6,0.0,4.0,0.0,0-0,.000,0-5,.000,0-2,.000,,,,,,,,
3387,,,,,Top 50 quality games:,Top 50:,1,32.5,-3.2,16.7,28.4,0.0,0.0,0.0,0.0,51.3,27.6,0.0,4.0,0.0,0-0,.000,0-5,.000,0-2,.000,,,,
3388,2018,-,-,Elijah Staley,Morgan St.,MEAC,22,17.0,-0.2,92.9,14.8,47.1,48.6,12.1,12.9,10.7,27.5,1.1,0.8,44.1,8-15,.533,16-34,.471,0-0,.000,,,,
3389,Conf. games:,Conf. games:,13,16.0,-0.4,90.4,11.9,50.0,50.8,8.1,12.5,11.3,31.4,1.1,0.5,100.0,5-10,.500,5-10,.500,0-0,.000,,,,,,,,
3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,,,,,2016,Fr,6-7,Elijah Staley,Mississippi St.,SEC,2,0.6,-0.7,35.6,18.2,0.0,25.6,0.0,13.6,0.0,38.9,0.0,7.1,200.0,1-2,.500,0-1,.000,0-0,.000
3392,2018,So,6-8,Azariah Sykes,Morgan St.,MEAC,28,33.8,-0.5,103.2,6.3,56.3,55.4,8.1,21.6,3.3,26.2,2.6,1.4,181.3,15-29,.517,9-15,.600,0-1,.000,,,,
3393,Conf. games:,Conf. games:,16,33.6,-0.4,109.3,5.7,54.5,56.9,6.3,19.9,3.0,22.3,3.2,1.5,109.1,7-12,.583,6-10,.600,0-1,.000,,,,,,,,
3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,,,,,2017,Fr,6-8,Azariah Sykes,Morgan St.,MEAC,20,21.1,-0.1,113.3,6.6,53.8,53.3,9.8,19.2,1.5,14.1,1.3,0.7,169.2,11-22,.500,7-12,.583,0-1,.000
3396,2018,So,6-10,Tyjhai Byers,Morgan St.,MEAC,7,6.2,-0.1,102.6,7.9,44.4,44.4,12.4,16.9,0.0,18.8,12.3,0.7,0.0,0-0,.000,4-9,.444,0-0,.000,,,,
3397,Top 100 quality games:,Top 100:,1,50.0,-3.2,43.0,13.0,25.0,25.0,9.5,16.7,0.0,39.2,20.0,0.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,,,,,
3398,Top 50 quality games:,Top 50:,1,50.0,-3.2,43.0,13.0,25.0,25.0,9.5,16.7,0.0,39.2,20.0,0.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,,,,,
3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,2018,Sr,5-5,Junior Robinson,Mount St. Mary's,NEC,30,90.4,4.5,111.7,32.3,51.2,57.6,2.0,7.4,31.5,14.2,0.1,2.0,36.6,157-175,.897,138-292,.473,71-186,.382,,,,
3401,Conf. games:,Conf. games:,18,90.5,5.3,120.2,30.6,55.2,61.5,2.4,6.5,28.4,12.7,0.2,1.7,43.7,102-117,.872,73-152,.480,50-116,.431,,,,,,,,
3402,Top 100 quality games:,Top 100:,3,90.0,3.1,94.4,33.1,47.2,51.5,1.0,7.3,29.4,17.6,0.0,1.6,16.7,9-9,1.000,21-35,.600,3-19,.158,,,,,,,,
3403,,,,,Top 50 quality games:,Top 50:,2,87.5,1.7,85.4,34.6,45.7,47.3,1.7,5.6,30.6,22.1,0.0,0.0,5.7,2-2,1.000,13-22,.591,2-13,.154,,,,
3404,2018,Sr,6-8,Chris Wray,Mount St. Mary's,NEC,23,61.3,2.3,113.0,20.5,62.1,56.6,11.7,19.5,24.1,17.7,7.0,3.7,51.6,27-83,.325,100-160,.625,0-1,.000,,,,
3405,Conf. games:,Conf. games:,18,81.8,2.7,114.1,22.0,63.1,57.7,12.1,18.3,25.5,19.0,7.2,3.7,57.7,27-75,.360,82-129,.636,0-1,.000,,,,,,,,
3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,,,,,2017,Jr,6-8,Chris Wray,Mount St. Mary's,NEC,36,73.4,0.9,103.7,15.5,58.0,53.3,10.2,12.6,10.2,17.7,5.0,2.7,48.2,29-93,.312,112-191,.586,0-2,.000
3408,2018,Sr,6-5,Greg Alexander,Mount St. Mary's,NEC,30,68.8,1.6,115.6,15.7,60.5,62.0,0.7,10.5,6.1,9.2,1.5,1.4,14.5,26-33,.788,42-63,.667,64-165,.388,,,,
3409,Conf. games:,Conf. games:,18,65.4,1.6,117.3,15.9,61.1,63.6,0.6,9.5,5.5,10.5,1.5,1.5,20.6,22-26,.846,23-39,.590,36-87,.414,,,,,,,,
3410,Top 100 quality games:,Top 100:,3,75.8,2.2,117.1,12.8,57.1,56.9,2.4,11.6,11.0,4.9,0.0,1.2,9.5,1-2,.500,3-3,1.000,6-18,.333,,,,,,,,
3411,,,,,Top 50 quality games:,Top 50:,2,78.8,2.0,113.8,13.4,50.0,50.2,3.8,12.5,9.7,0.0,0.0,0.9,13.3,1-2,.500,3-3,1.000,3-12,.250,,,,
