,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
135,,,,,Top 50 quality games:,Top 50:,2,24.2,3.1,141.7,19.2,62.5,65.6,0.0,0.0,8.7,0.0,3.8,1.9,16.7,2-2,1.000,0-4,.000,5-8,.625,,,,
136,2018,Jr,6-11,Marice Wright,Alabama St.,SWAC,20,10.4,-0.3,81.6,15.7,41.7,39.4,10.1,20.4,3.0,19.3,1.6,0.4,30.0,2-9,.222,11-23,.478,1-7,.143,,,,
137,Conf. games:,Conf. games:,10,11.2,-0.3,88.1,15.4,44.7,42.1,10.1,18.9,2.4,18.3,0.0,0.0,26.3,1-5,.200,7-15,.467,1-4,.250,,,,,,,,
138,Top 100 quality games:,Top 100:,5,17.0,-0.5,63.7,17.6,28.6,29.7,13.9,20.8,5.9,27.6,3.1,1.6,42.9,1-3,.333,2-4,.500,0-3,.000,,,,,,,,
139,,,,,Top 50 quality games:,Top 50:,3,14.2,-0.7,44.7,22.4,33.3,33.9,5.6,28.5,0.0,43.9,0.0,0.0,100.0,1-3,.333,1-1,1.000,0-2,.000,,,,
140,2018,Sr,6-1,Terrance LeFlore,Alabama St.,SWAC,31,43.9,-0.6,77.3,22.7,33.4,35.4,3.9,7.9,19.2,19.1,1.4,2.9,24.5,24-48,.500,46-130,.354,13-66,.197,,,,
141,Conf. games:,Conf. games:,18,40.4,-0.2,86.5,23.2,37.9,39.6,4.2,6.6,17.8,16.7,1.7,2.4,32.7,17-35,.486,30-72,.417,7-35,.200,,,,,,,,
142,Top 100 quality games:,Top 100:,5,43.5,-0.9,64.6,26.1,32.9,33.0,3.3,9.5,15.9,21.9,0.0,5.0,7.9,1-3,.333,8-23,.348,3-15,.200,,,,,,,,
143,,,,,Top 50 quality games:,Top 50:,3,58.3,0.5,81.3,23.9,39.7,39.4,2.7,12.1,20.2,16.6,0.0,4.0,10.3,1-3,.333,7-17,.412,3-12,.250,,,,
144,2018,Fr,6-2,Micah Johnson,Alabama St.,SWAC,7,2.4,-0.6,44.5,30.2,30.0,30.0,3.4,14.7,19.9,49.7,0.0,0.0,0.0,0-0,.000,3-8,.375,0-2,.000,,,,
145,Top 100 quality games:,Top 100:,4,13.0,-0.6,55.1,25.0,37.5,37.5,3.6,9.0,17.3,42.5,0.0,0.0,0.0,0-0,.000,3-6,.500,0-2,.000,,,,,,,,
146,Top 50 quality games:,Top 50:,2,10.0,-0.6,55.8,18.2,20.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-4,.250,0-1,.000,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2018,Jr,6-8,Fredens Deneus,Alabama St.,SWAC,17,6.3,-0.1,83.7,20.2,38.1,40.5,8.9,14.0,7.6,17.7,1.4,1.4,61.9,6-13,.462,8-21,.381,0-0,.000,,,,
149,Conf. games:,Conf. games:,8,3.7,-0.2,72.3,20.0,25.0,25.3,11.4,7.5,13.5,10.6,3.7,0.0,50.0,1-4,.250,2-8,.250,0-0,.000,,,,,,,,
150,Top 100 quality games:,Top 100:,5,15.5,0.3,93.2,23.6,50.0,53.0,12.2,22.8,7.5,22.7,0.0,3.5,87.5,4-7,.571,4-8,.500,0-0,.000,,,,,,,,
151,,,,,Top 50 quality games:,Top 50:,3,20.8,0.5,87.5,27.7,42.9,48.4,15.4,29.1,9.0,24.1,0.0,4.4,100.0,4-7,.571,3-7,.429,0-0,.000,,,,
152,2018,Sr,6-6,Travis Charles,Albany,AE,30,70.4,3.0,114.7,23.7,55.3,60.2,7.8,15.4,5.6,15.8,1.6,1.2,40.1,101-124,.815,171-309,.553,0-0,.000,,,,
153,Conf. games:,Conf. games:,15,68.6,2.8,110.2,25.4,50.3,56.6,8.8,13.8,5.3,14.6,1.5,1.2,41.7,57-68,.838,82-163,.503,0-0,.000,,,,,,,,
154,Top 100 quality games:,Top 100:,2,71.3,0.8,88.4,23.0,45.0,46.9,3.3,16.0,0.0,19.0,2.0,1.1,25.0,3-5,.600,9-20,.450,0-0,.000,,,,,,,,
155,,,,,Top 50 quality games:,Top 50:,1,57.5,2.5,103.7,24.8,45.5,48.3,3.4,22.9,0.0,10.1,0.0,0.0,27.3,2-3,.667,5-11,.455,0-0,.000,,,,
156,2018,Sr,6-7,Greig Stire,Albany,AE,31,76.0,2.2,118.8,15.2,53.8,57.2,12.3,20.7,7.3,14.5,0.7,0.9,46.8,60-87,.690,100-185,.541,0-1,.000,,,,
157,Conf. games:,Conf. games:,16,84.7,2.9,123.5,14.5,55.0,58.5,10.2,21.0,5.8,10.0,0.2,1.1,46.8,36-51,.706,60-108,.556,0-1,.000,,,,,,,,
158,Top 100 quality games:,Top 100:,2,85.0,4.6,132.3,14.3,56.3,59.0,12.6,18.5,3.2,6.4,0.0,0.9,12.5,2-2,1.000,9-16,.563,0-0,.000,,,,,,,,
159,,,,,Top 50 quality games:,Top 50:,1,80.0,3.0,122.9,10.2,42.9,42.9,14.7,23.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,3-7,.429,0-0,.000,,,,
160,2018,Sr,6-2,Costa Anderson,Albany,AE,28,24.1,0.3,108.7,13.4,48.7,49.5,1.6,8.0,10.2,11.9,0.0,1.6,8.0,4-6,.667,5-13,.385,21-62,.339,,,,
161,Conf. games:,Conf. games:,14,27.3,0.5,110.7,14.0,50.0,51.2,1.4,11.1,10.8,9.9,0.0,2.1,13.6,4-6,.667,4-5,.800,12-39,.308,,,,,,,,
162,Top 100 quality games:,Top 100:,1,5.0,-0.6,48.6,12.7,0.0,0.0,0.0,0.0,42.6,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
163,,,,,Top 50 quality games:,Top 50:,1,10.0,-0.5,55.0,10.8,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
164,2018,Sr,6-8,Alex Foster,Albany,AE,31,37.4,0.3,96.3,19.1,52.3,52.4,13.6,23.8,2.9,23.5,7.1,1.7,46.7,25-50,.500,56-106,.528,0-1,.000,,,,
165,Conf. games:,Conf. games:,16,36.4,-0.3,83.6,18.8,50.0,51.0,10.3,22.9,4.1,31.7,10.5,2.6,56.8,13-25,.520,22-44,.500,0-0,.000,,,,,,,,
166,Top 100 quality games:,Top 100:,2,45.0,0.7,87.6,26.6,33.3,36.5,21.2,34.9,0.0,13.0,3.1,0.0,20.0,2-3,.667,5-15,.333,0-0,.000,,,,,,,,
167,,,,,Top 50 quality games:,Top 50:,1,62.5,2.8,106.8,23.3,40.0,43.8,22.0,33.7,0.0,9.9,0.0,0.0,30.0,2-3,.667,4-10,.400,0-0,.000,,,,
168,2018,So,6-7,Matt Conway,Albany,AE,22,14.8,-0.0,97.3,14.7,47.6,49.3,4.6,8.5,5.0,17.7,3.0,0.3,29.3,7-12,.583,15-29,.517,3-12,.250,,,,
169,Conf. games:,Conf. games:,9,8.8,0.3,101.8,23.1,52.6,54.9,6.4,10.8,7.8,18.7,8.0,0.0,31.6,4-6,.667,7-15,.467,2-4,.500,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,Total:,7-12,.583,15-29,.517,3-12,.250,,,,,,,,,,,,,,,,,,,
172,2018,So,6-6,Xavier Cochran,Albany,AE,12,2.6,-0.4,49.5,15.6,40.0,42.0,0.0,7.5,0.0,47.6,0.0,0.0,40.0,1-2,.500,2-4,.500,0-1,.000,,,,
173,Conf. games:,Conf. games:,8,4.2,-0.6,45.8,12.8,25.0,30.3,0.0,4.5,0.0,35.1,0.0,0.0,50.0,1-2,.500,1-3,.333,0-1,.000,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,Total:,1-2,.500,2-4,.500,0-1,.000,,,,,,,,,,,,,,,,,,,
176,2018,Sr,6-3,A.J. Mosby,Alcorn St.,SWAC,28,82.4,3.0,115.1,22.0,57.2,60.8,1.6,13.9,25.7,16.6,0.5,2.5,24.6,67-77,.870,101-187,.540,52-126,.413,,,,
177,Conf. games:,Conf. games:,18,85.4,3.0,114.9,23.8,56.7,61.0,1.6,13.0,27.2,18.2,0.6,2.4,28.1,54-61,.885,72-138,.522,34-79,.430,,,,,,,,
178,Top 100 quality games:,Top 100:,6,77.9,2.1,103.8,19.1,50.9,54.0,2.2,14.7,22.9,14.5,0.0,2.8,16.4,8-9,.889,16-30,.533,8-25,.320,,,,,,,,
179,,,,,Top 50 quality games:,Top 50:,2,68.8,0.9,96.9,14.5,27.3,45.4,0.0,12.8,20.5,13.2,0.0,1.9,63.6,7-7,1.000,3-6,.500,0-5,.000,,,,
180,2018,Jr,6-6,Dante Sterling,Alcorn St.,SWAC,28,69.2,0.8,97.0,22.6,46.5,52.7,2.7,11.1,9.7,19.0,0.6,1.8,37.2,80-96,.833,45-116,.388,50-142,.352,,,,
181,Conf. games:,Conf. games:,18,71.9,1.1,101.4,23.4,49.4,56.3,2.6,12.1,11.2,21.0,0.4,1.7,42.4,62-72,.861,33-78,.423,34-92,.370,,,,,,,,
182,Top 100 quality games:,Top 100:,6,59.6,-0.3,77.5,22.9,40.4,42.8,1.5,6.1,5.1,15.8,1.7,1.6,21.2,7-11,.636,6-21,.286,10-31,.323,,,,,,,,
183,,,,,Top 50 quality games:,Top 50:,2,51.3,-0.1,71.7,30.3,36.4,39.7,0.0,0.0,11.1,17.0,0.0,2.6,18.2,3-4,.750,2-10,.200,4-12,.333,,,,
184,2018,So,6-7,Yalen Reed,Alcorn St.,SWAC,25,48.3,0.2,99.3,15.5,48.1,51.4,7.2,15.5,8.6,18.4,5.9,0.6,50.9,34-55,.618,46-87,.529,4-21,.190,,,,
185,Conf. games:,Conf. games:,16,51.6,0.6,106.9,16.2,54.9,58.8,8.5,15.7,8.2,21.1,5.5,0.5,62.0,30-44,.682,39-63,.619,0-8,.000,,,,,,,,
186,Top 100 quality games:,Top 100:,5,39.6,-0.3,89.6,11.5,41.7,42.2,2.2,15.8,11.4,10.6,6.4,1.8,11.1,1-2,.500,3-11,.273,3-7,.429,,,,,,,,
187,,,,,Top 50 quality games:,Top 50:,2,52.5,0.9,105.6,11.0,45.0,45.0,2.2,19.6,14.5,0.0,8.8,0.0,0.0,0-0,.000,3-7,.429,1-3,.333,,,,
188,2018,So,6-7,Tyler Carter,Alcorn St.,SWAC,28,37.2,0.1,97.4,16.9,40.1,49.2,10.5,14.3,9.3,21.1,0.6,1.9,61.7,38-50,.760,25-62,.403,5-19,.263,,,,
189,Conf. games:,Conf. games:,18,37.1,0.2,102.9,15.7,42.7,51.2,12.7,14.6,10.4,22.0,0.9,0.9,85.4,24-35,.686,13-31,.419,3-10,.300,,,,,,,,
190,Top 100 quality games:,Top 100:,6,40.0,0.1,87.4,19.1,42.3,47.7,6.5,11.7,5.0,18.8,0.0,4.8,26.9,6-7,.857,8-20,.400,2-6,.333,,,,,,,,
191,,,,,Top 50 quality games:,Top 50:,2,45.0,0.8,90.7,21.8,50.0,56.6,7.8,16.3,6.2,26.9,0.0,4.4,50.0,4-5,.800,5-9,.556,0-1,.000,,,,
192,2018,Sr,6-2,Avery Patterson,Alcorn St.,SWAC,21,37.8,-0.5,83.7,19.4,41.1,47.9,2.7,8.5,17.1,29.2,0.3,1.5,46.3,33-44,.750,18-49,.367,14-46,.304,,,,
193,Conf. games:,Conf. games:,12,37.7,-0.6,89.7,16.7,44.2,50.5,2.2,9.2,15.3,28.1,0.0,1.3,50.0,19-26,.731,8-27,.296,10-25,.400,,,,,,,,
194,Top 100 quality games:,Top 100:,6,48.8,0.5,87.4,23.5,39.4,48.6,4.4,8.5,19.8,23.1,0.0,2.0,45.5,13-15,.867,7-15,.467,4-18,.222,,,,,,,,
195,,,,,Top 50 quality games:,Top 50:,2,43.8,2.8,115.8,25.6,50.0,58.4,5.4,10.1,32.1,11.8,0.0,1.5,75.0,7-9,.778,3-5,.600,2-7,.286,,,,
196,2018,Sr,5-7,Juwan Henderson,Alcorn St.,SWAC,5,2.7,-0.4,68.7,18.6,28.6,28.6,7.7,3.8,25.7,30.9,0.0,3.8,0.0,0-0,.000,2-6,.333,0-1,.000,,,,
197,Top 100 quality games:,Top 100:,2,5.4,-0.9,41.1,24.3,25.0,25.0,8.0,0.0,0.0,36.5,0.0,8.9,0.0,0-0,.000,1-3,.333,0-1,.000,,,,,,,,
198,Top 50 quality games:,Top 50:,2,16.3,-1.0,41.2,22.0,25.0,25.0,7.2,0.0,0.0,36.9,0.0,8.2,0.0,0-0,.000,1-3,.333,0-1,.000,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2018,Sr,6-0,James Stokes,Alcorn St.,SWAC,9,3.0,-0.1,97.2,13.1,44.4,42.2,3.4,16.7,6.3,0.0,3.5,5.1,11.1,0-1,.000,4-9,.444,0-0,.000,,,,
201,Conf. games:,Conf. games:,6,4.0,-0.0,100.0,13.7,44.4,44.4,4.2,18.8,0.0,0.0,4.0,6.0,0.0,0-0,.000,4-9,.444,0-0,.000,,,,,,,,
202,Top 100 quality games:,Top 100:,1,0.4,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,190.5,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2018,Fr,6-6,Nick Macarchuk,American,Pat,18,17.6,-0.2,103.6,7.7,70.8,64.7,6.7,6.8,11.3,36.6,1.1,2.2,33.3,1-4,.250,7-11,.636,1-1,1.000,,,,
205,Conf. games:,Conf. games:,7,8.0,0.6,134.2,6.2,66.7,63.3,8.2,11.8,9.6,16.6,1.9,3.1,66.7,1-2,.500,2-3,.667,0-0,.000,,,,,,,,
206,Top 100 quality games:,Top 100:,4,49.4,0.6,111.7,7.2,75.0,60.6,8.4,14.0,20.6,30.8,0.0,3.7,50.0,0-2,.000,3-4,.750,0-0,.000,,,,,,,,
207,,,,,Top 50 quality games:,Top 50:,3,43.3,-1.2,77.8,8.2,50.0,33.9,9.3,10.7,17.5,41.6,0.0,3.4,100.0,0-2,.000,1-2,.500,0-0,.000,,,,
208,2018,Fr,6-8,Drew Lamont,American,Pat,14,20.3,-0.2,95.5,12.8,50.0,50.2,2.4,9.7,10.3,19.0,2.7,1.7,17.8,4-8,.500,3-9,.333,13-36,.361,,,,
209,Conf. games:,Conf. games:,4,15.0,-0.5,92.3,13.1,50.0,52.9,2.2,10.1,15.9,29.4,2.0,3.3,11.8,2-2,1.000,1-6,.167,5-11,.455,,,,,,,,
210,Top 100 quality games:,Top 100:,4,45.6,-0.3,86.0,13.5,41.2,44.6,0.0,1.9,6.8,11.9,0.0,1.6,11.8,2-2,1.000,1-3,.333,4-14,.286,,,,,,,,
211,,,,,Top 50 quality games:,Top 50:,3,40.8,-1.6,61.8,13.0,36.4,36.4,0.0,0.0,0.0,18.6,0.0,1.2,0.0,0-0,.000,1-1,1.000,2-10,.200,,,,
212,2018,Jr,6-1,James Washington,American,Pat,15,14.5,-1.0,68.7,16.0,39.5,41.1,1.4,9.8,5.7,27.5,0.6,2.0,18.4,4-7,.571,9-20,.450,4-18,.222,,,,
213,Conf. games:,Conf. games:,8,19.9,-1.2,76.8,15.3,48.4,47.8,1.7,9.5,5.7,27.1,0.8,2.5,9.7,1-3,.333,9-18,.500,4-13,.308,,,,,,,,
214,Top 100 quality games:,Top 100:,2,9.4,-0.7,54.2,23.8,0.0,25.4,0.0,9.2,14.2,16.4,0.0,0.0,100.0,3-4,.750,0-1,.000,0-3,.000,,,,,,,,
215,,,,,Top 50 quality games:,Top 50:,2,12.5,-0.6,54.8,24.2,0.0,25.4,0.0,9.3,14.5,16.3,0.0,0.0,100.0,3-4,.750,0-1,.000,0-3,.000,,,,
216,2018,Sr,6-8,Griffin Kinney,Appalachian St.,SB,31,59.7,2.0,110.1,21.5,58.7,62.4,7.1,18.5,12.1,21.4,1.4,1.3,51.4,80-109,.734,120-204,.588,3-8,.375,,,,
217,Conf. games:,Conf. games:,18,61.5,2.2,113.1,20.3,59.3,63.9,7.8,18.9,14.2,22.0,1.9,1.5,50.4,45-57,.789,64-108,.593,2-5,.400,,,,,,,,
218,Top 100 quality games:,Top 100:,4,54.4,0.9,92.1,22.7,44.4,50.5,5.9,23.1,7.3,19.1,0.0,0.6,51.9,10-14,.714,12-25,.480,0-2,.000,,,,,,,,
219,,,,,Top 50 quality games:,Top 50:,1,60.0,4.1,107.1,32.8,50.0,59.3,20.8,15.6,9.1,20.9,0.0,2.3,100.0,6-8,.750,4-8,.500,0-0,.000,,,,
220,2018,Sr,6-7,Craig Hinton,Appalachian St.,SB,31,46.3,0.9,115.2,12.0,61.8,62.2,5.7,14.5,4.8,18.4,3.5,0.6,21.8,15-24,.625,23-32,.719,30-78,.385,,,,
221,Conf. games:,Conf. games:,18,52.3,1.2,117.3,12.1,63.0,65.3,6.1,15.6,3.6,19.9,4.4,0.6,23.2,13-16,.813,15-21,.714,19-48,.396,,,,,,,,
222,Top 100 quality games:,Top 100:,4,35.6,0.9,110.4,14.2,66.7,53.9,7.2,17.7,10.7,6.7,0.0,0.9,50.0,0-6,.000,5-5,1.000,2-7,.286,,,,,,,,
223,,,,,Top 50 quality games:,Top 50:,1,25.0,-2.2,26.2,10.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,200.0,0-2,.000,0-0,.000,0-1,.000,,,,
224,2018,So,6-5,Zach Cottrell,Appalachian St.,SB,21,12.1,-0.2,95.4,9.3,39.1,42.2,4.9,11.9,5.7,15.7,0.0,1.1,17.4,3-4,.750,3-6,.500,4-17,.235,,,,
225,Conf. games:,Conf. games:,8,5.1,-0.4,73.9,9.9,35.7,35.7,2.9,6.2,0.0,15.7,0.0,1.6,0.0,0-0,.000,1-2,.500,1-5,.200,,,,,,,,
226,Top 100 quality games:,Top 100:,4,20.0,-0.8,72.9,3.8,0.0,0.0,3.2,7.0,10.2,0.0,0.0,1.7,0.0,0-0,.000,0-0,.000,0-2,.000,,,,,,,,
227,,,,,Top 50 quality games:,Top 50:,1,10.0,-1.3,0.0,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
228,2018,Fr,7-1,Deandre Ayton,Arizona,P12,35,82.5,6.1,126.7,26.2,62.5,65.0,13.5,28.2,10.2,13.1,6.1,1.0,42.4,140-191,.733,264-416,.635,12-35,.343,,,,
229,Conf. games:,Conf. games:,18,85.3,6.3,127.1,25.5,62.4,65.8,14.0,26.5,9.5,14.1,7.0,0.8,46.5,81-105,.771,135-217,.622,4-9,.444,,,,,,,,
230,Top 100 quality games:,Top 100:,22,88.1,6.6,125.2,26.4,61.2,64.0,14.1,27.0,9.6,13.4,6.3,0.9,39.4,92-123,.748,179-287,.624,8-25,.320,,,,,,,,
231,,,,,Top 50 quality games:,Top 50:,5,89.5,7.7,127.5,27.9,66.4,68.5,18.0,26.9,14.2,16.3,4.9,0.3,44.3,23-31,.742,45-65,.692,1-5,.200,,,,
232,2018,Jr,6-5,Allonzo Trier,Arizona,P12,33,79.2,5.5,125.6,23.1,59.3,65.4,1.3,9.1,17.4,15.5,1.1,1.1,50.1,160-185,.865,114-185,.616,70-184,.380,,,,
233,Conf. games:,Conf. games:,16,75.3,5.7,128.7,21.3,59.2,65.4,1.2,10.2,18.7,14.5,0.8,1.3,43.4,68-75,.907,47-77,.610,37-96,.385,,,,,,,,
234,Top 100 quality games:,Top 100:,20,79.9,4.8,117.3,22.2,52.8,60.1,1.4,9.7,15.9,16.5,1.1,1.0,47.0,95-108,.880,66-119,.555,37-111,.333,,,,,,,,
235,,,,,Top 50 quality games:,Top 50:,5,86.5,2.1,102.9,16.8,46.3,54.1,0.0,8.8,18.7,23.9,1.3,1.7,32.5,13-13,1.000,11-24,.458,5-16,.313,,,,
236,2018,Sr,7-0,Dusan Ristic,Arizona,P12,35,66.8,3.4,119.2,20.7,57.8,60.6,10.1,20.7,6.4,14.0,2.0,0.8,25.9,64-81,.790,172-298,.577,6-15,.400,,,,
237,Conf. games:,Conf. games:,18,71.9,3.5,116.7,21.1,58.2,60.2,9.5,21.0,6.1,14.9,1.8,0.6,19.6,28-36,.778,98-175,.560,6-9,.667,,,,,,,,
238,Top 100 quality games:,Top 100:,22,65.3,3.4,119.1,20.5,58.7,60.7,10.1,19.2,6.5,14.1,1.8,0.9,18.9,30-38,.789,109-191,.571,6-10,.600,,,,,,,,
239,,,,,Top 50 quality games:,Top 50:,5,66.5,3.1,111.3,21.2,52.2,54.7,9.7,16.8,11.0,14.4,0.8,3.0,23.9,8-11,.727,21-41,.512,2-5,.400,,,,
240,2018,So,6-5,Rawle Alkins,Arizona,P12,23,50.8,2.9,106.1,23.8,50.4,54.8,8.0,10.7,14.0,20.1,2.5,2.3,42.8,71-98,.724,66-137,.482,33-92,.359,,,,
241,Conf. games:,Conf. games:,15,64.9,2.9,104.5,24.8,49.0,53.3,8.8,9.9,16.9,21.0,1.8,2.1,39.1,44-61,.721,42-93,.452,23-63,.365,,,,,,,,
242,Top 100 quality games:,Top 100:,16,57.9,2.8,102.8,24.5,48.8,53.1,8.4,11.2,16.4,21.6,2.3,1.8,42.8,50-71,.704,48-98,.490,22-68,.324,,,,,,,,
243,,,,,Top 50 quality games:,Top 50:,3,46.5,1.3,87.3,27.4,41.4,50.6,8.3,16.4,10.1,29.6,2.4,2.5,62.1,14-18,.778,9-17,.529,2-12,.167,,,,
244,2018,Sr,5-11,Parker Jackson-Cartwright,Arizona,P12,35,78.9,2.4,114.3,14.7,55.8,58.7,1.0,7.7,22.1,23.1,0.4,2.6,28.2,44-58,.759,40-86,.465,50-120,.417,,,,
245,Conf. games:,Conf. games:,18,80.5,2.0,109.5,14.9,51.9,56.1,0.7,8.0,22.4,24.8,0.5,2.2,29.9,26-32,.813,21-41,.512,23-66,.348,,,,,,,,
246,Top 100 quality games:,Top 100:,22,82.1,2.6,114.9,14.2,54.3,57.6,0.9,7.6,21.5,21.2,0.4,2.7,24.1,28-34,.824,33-61,.541,29-80,.362,,,,,,,,
247,,,,,Top 50 quality games:,Top 50:,5,75.5,3.8,125.8,14.5,53.7,63.6,0.0,11.7,22.9,18.6,0.7,2.7,59.3,15-16,.938,4-9,.444,7-18,.389,,,,
248,2018,Sr,6-9,Keanu Pinder,Arizona,P12,32,23.5,0.6,115.5,10.7,69.2,68.0,6.0,17.9,1.4,21.3,5.2,1.6,87.2,21-34,.618,27-39,.692,0-0,.000,,,,
249,Conf. games:,Conf. games:,16,22.3,0.7,121.4,10.2,81.3,79.4,1.6,18.7,1.0,24.7,6.5,1.4,137.5,16-22,.727,13-16,.813,0-0,.000,,,,,,,,
250,Top 100 quality games:,Top 100:,21,23.8,0.5,111.5,11.0,72.7,70.4,4.8,16.9,1.5,24.9,5.0,1.1,122.7,17-27,.630,16-22,.727,0-0,.000,,,,,,,,
251,,,,,Top 50 quality games:,Top 50:,5,20.0,0.9,135.5,8.0,40.0,58.0,3.2,23.5,0.0,0.0,5.5,0.0,80.0,4-4,1.000,2-5,.400,0-0,.000,,,,
252,2018,Sr,6-1,Tra Holder,Arizona St.,P12,32,87.1,4.2,110.0,25.8,48.6,55.4,3.1,10.2,18.4,14.9,0.1,2.1,43.7,159-190,.837,108-248,.435,69-187,.369,,,,
253,Conf. games:,Conf. games:,18,87.0,3.3,104.0,25.1,44.2,52.1,2.8,8.7,14.5,13.8,0.2,1.6,43.8,90-105,.857,58-140,.414,32-100,.320,,,,,,,,
254,Top 100 quality games:,Top 100:,18,89.5,4.5,107.7,26.6,46.5,53.7,3.6,9.4,18.5,14.6,0.0,1.5,45.5,96-116,.828,60-144,.417,39-111,.351,,,,,,,,
255,,,,,Top 50 quality games:,Top 50:,6,92.1,7.4,122.5,27.5,56.0,62.9,5.3,11.3,20.0,16.7,0.0,2.1,57.8,40-48,.833,18-44,.409,19-39,.487,,,,
256,2018,Sr,6-1,Shannon Evans II,Arizona St.,P12,32,86.6,4.1,113.6,22.5,49.4,55.1,1.1,9.2,18.3,11.7,0.9,2.2,34.7,122-143,.853,61-156,.391,95-256,.371,,,,
257,Conf. games:,Conf. games:,18,85.6,3.1,105.3,23.4,47.4,53.2,0.9,9.4,16.2,13.8,1.4,2.4,33.0,66-77,.857,37-96,.385,49-137,.358,,,,,,,,
258,Top 100 quality games:,Top 100:,18,88.4,3.7,106.9,22.5,46.4,52.6,0.9,10.3,16.4,13.2,1.1,2.3,33.2,68-78,.872,34-91,.374,50-144,.347,,,,,,,,
259,,,,,Top 50 quality games:,Top 50:,6,90.0,5.4,116.6,22.6,51.8,55.5,1.6,11.5,20.6,13.9,1.2,2.4,23.2,16-19,.842,11-31,.355,21-51,.412,,,,
260,2018,Sr,6-5,Kodi Justice,Arizona St.,P12,32,79.8,2.8,112.2,17.4,58.2,59.1,0.9,8.2,11.5,14.5,0.7,2.0,20.8,42-65,.646,66-110,.600,77-202,.381,,,,
261,Conf. games:,Conf. games:,18,77.4,2.1,105.5,18.2,55.4,56.4,1.2,7.4,11.4,15.8,0.2,2.1,16.6,19-29,.655,40-69,.580,38-106,.358,,,,,,,,
262,Top 100 quality games:,Top 100:,18,82.1,3.7,114.8,18.4,59.8,61.4,1.1,8.6,11.0,14.8,0.6,2.0,22.9,31-43,.721,45-72,.625,45-116,.388,,,,,,,,
263,,,,,Top 50 quality games:,Top 50:,6,87.5,5.0,121.9,18.3,63.1,63.4,2.2,9.4,11.7,14.7,0.0,2.2,24.6,10-16,.625,17-22,.773,16-43,.372,,,,
264,2018,Sr,6-0,Austin Witherill,Arizona St.,P12,16,3.1,0.3,147.5,7.6,75.0,71.9,2.9,11.0,0.0,0.0,0.0,0.0,33.3,1-2,.500,0-0,.000,3-6,.500,,,,
265,Conf. games:,Conf. games:,5,1.0,0.2,148.7,11.4,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-2,.500,,,,,,,,
266,Top 100 quality games:,Top 100:,5,0.5,-0.3,0.0,0.0,0.0,0.0,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
267,,,,,Top 50 quality games:,Top 50:,2,0.4,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
268,2018,Sr,6-8,Travon Harper,Arkansas Pine Bluff,SWAC,35,57.3,1.6,108.5,22.9,58.0,60.9,8.6,15.7,7.6,17.3,4.3,1.4,45.0,80-113,.708,129-220,.586,11-31,.355,,,,
269,Conf. games:,Conf. games:,18,62.9,1.5,110.4,20.9,63.5,64.2,9.3,13.3,5.8,19.8,6.2,0.9,41.5,35-54,.648,66-108,.611,11-22,.500,,,,,,,,
270,Top 100 quality games:,Top 100:,4,64.4,3.0,105.6,24.8,53.3,61.2,13.5,22.0,3.2,19.1,1.1,1.8,53.3,14-16,.875,16-28,.571,0-2,.000,,,,,,,,
271,,,,,Top 50 quality games:,Top 50:,1,85.0,3.8,93.8,26.5,40.0,54.2,6.9,19.6,0.0,18.6,0.0,3.3,100.0,8-10,.800,4-9,.444,0-1,.000,,,,
272,2018,Sr,6-4,Joe'Randle Toliver,Arkansas Pine Bluff,SWAC,35,49.7,0.7,107.9,15.8,57.2,57.4,2.0,12.5,17.8,16.8,0.3,2.3,9.8,10-17,.588,8-13,.615,61-161,.379,,,,
