,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
2820,2019,So,6-6,Ty Jones,Charleston Southern,BSth,30,56.0,1.3,106.6,19.7,52.0,55.3,8.1,12.5,12.7,18.7,2.0,1.3,22.3,37-45,.822,90-173,.520,10-29,.345,,,,
2821,,,,,Conf. games:,Conf. games:,16,58.2,2.0,115.0,20.9,57.4,60.3,7.1,11.6,13.3,16.9,2.6,0.6,23.1,23-28,.821,65-107,.607,3-14,.214,,,,
2822,,,,,Top 100 quality games:,Top 100:,4,43.8,2.5,112.8,21.5,60.5,68.0,7.3,12.6,15.4,26.5,0.0,4.1,42.1,8-8,1.000,4-12,.333,5-7,.714,,,,
2823,,,,,Top 50 quality games:,Top 50:,4,43.8,2.5,112.8,21.5,60.5,68.0,7.3,12.6,15.4,26.5,0.0,4.1,42.1,8-8,1.000,4-12,.333,5-7,.714,,,,
2824,2019,Jr,5-11,Nate Louis,Charleston Southern,BSth,24,24.5,1.2,130.5,14.2,67.9,67.6,1.4,4.3,13.0,12.1,0.8,1.9,4.9,2-4,.500,4-17,.235,34-64,.531,,,,
2825,,,,,Conf. games:,Conf. games:,16,40.6,2.0,139.9,14.4,72.9,72.4,1.7,4.8,14.1,10.7,0.9,1.8,5.6,2-4,.500,3-15,.200,33-57,.579,,,,
2826,,,,,Top 100 quality games:,Top 100:,1,4.4,-2.1,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
2827,,,,,Top 50 quality games:,Top 50:,1,4.4,-2.1,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
2828,2019,Fr,6-2,Dontrell Shuler,Charleston Southern,BSth,30,68.9,1.0,97.0,21.8,47.7,50.4,2.2,9.3,12.2,16.3,0.4,1.9,36.4,64-102,.627,96-180,.533,25-100,.250,,,,
2829,,,,,Conf. games:,Conf. games:,16,70.6,0.8,98.2,21.4,46.0,49.6,2.7,8.8,13.9,16.5,0.5,2.5,44.6,39-62,.629,46-84,.548,12-55,.218,,,,
2830,,,,,Top 100 quality games:,Top 100:,4,58.8,0.8,82.5,25.3,43.4,46.7,1.1,9.4,6.5,21.6,0.0,0.0,21.1,6-8,.750,15-26,.577,1-12,.083,,,,
2831,,,,,Top 50 quality games:,Top 50:,4,58.8,0.8,82.5,25.3,43.4,46.7,1.1,9.4,6.5,21.6,0.0,0.0,21.1,6-8,.750,15-26,.577,1-12,.083,,,,
2832,2019,Sr,6-6,Travis McConico,Charleston Southern,BSth,30,70.7,0.7,101.3,16.7,46.1,48.0,5.6,16.4,15.8,17.1,2.6,2.6,20.6,29-45,.644,51-114,.447,33-104,.317,,,,
2833,,,,,Conf. games:,Conf. games:,16,76.9,2.1,116.0,17.1,54.3,56.0,7.2,15.9,16.7,16.3,3.2,2.4,17.3,16-22,.727,33-66,.500,24-61,.393,,,,
2834,,,,,Top 100 quality games:,Top 100:,4,66.3,-3.8,43.6,15.7,19.6,20.1,3.9,19.0,10.2,30.8,0.0,2.7,17.4,1-4,.250,3-13,.231,1-10,.100,,,,
2835,,,,,Top 50 quality games:,Top 50:,4,66.3,-3.8,43.6,15.7,19.6,20.1,3.9,19.0,10.2,30.8,0.0,2.7,17.4,1-4,.250,3-13,.231,1-10,.100,,,,
2836,2019,So,6-1,Deontaye Buskey,Charleston Southern,BSth,28,44.8,-0.0,89.0,19.4,42.4,45.3,2.6,9.4,15.8,21.1,1.4,2.9,29.6,28-45,.622,27-78,.346,25-74,.338,,,,
2837,,,,,Conf. games:,Conf. games:,14,35.2,0.6,107.1,16.9,51.8,53.0,2.0,12.6,19.0,18.0,1.6,3.0,22.8,8-13,.615,10-24,.417,13-33,.394,,,,
2838,,,,,Top 100 quality games:,Top 100:,4,52.5,-2.0,54.2,19.6,23.9,29.6,1.2,6.0,10.5,31.2,0.0,3.4,21.7,4-5,.800,1-12,.083,3-11,.273,,,,
2839,,,,,Top 50 quality games:,Top 50:,4,52.5,-2.0,54.2,19.6,23.9,29.6,1.2,6.0,10.5,31.2,0.0,3.4,21.7,4-5,.800,1-12,.083,3-11,.273,,,,
2840,2019,Fr,6-9,Sadarius Bowser,Charleston Southern,BSth,26,21.5,-0.1,100.7,10.4,54.2,52.8,7.4,8.5,4.0,20.9,4.2,0.4,33.3,5-12,.417,18-34,.529,1-2,.500,,,,
2841,,,,,Conf. games:,Conf. games:,15,18.8,0.2,117.8,9.2,53.8,56.5,8.3,7.6,4.0,15.6,3.0,0.5,61.5,5-8,.625,7-13,.538,0-0,.000,,,,
2842,,,,,Top 100 quality games:,Top 100:,4,45.6,-0.4,83.4,11.6,46.2,43.0,5.6,6.9,6.6,20.2,5.4,0.0,15.4,0-2,.000,6-12,.500,0-1,.000,,,,
2843,,,,,Top 50 quality games:,Top 50:,4,45.6,-0.4,83.4,11.6,46.2,43.0,5.6,6.9,6.6,20.2,5.4,0.0,15.4,0-2,.000,6-12,.500,0-1,.000,,,,
2844,2019,So,6-5,Sean Price,Charleston Southern,BSth,21,17.9,-0.1,94.5,12.7,50.0,52.5,3.5,10.2,7.3,24.6,0.0,2.6,20.0,6-8,.750,11-21,.524,6-19,.316,,,,
2845,,,,,Conf. games:,Conf. games:,10,7.1,0.2,121.9,9.0,57.1,57.1,0.0,7.5,14.3,14.1,0.0,0.0,0.0,0-0,.000,1-2,.500,2-5,.400,,,,
2846,,,,,Top 100 quality games:,Top 100:,4,37.5,-1.2,64.7,12.3,50.0,53.4,3.4,8.4,0.0,46.5,0.0,3.8,42.9,2-3,.667,2-4,.500,1-3,.333,,,,
2847,,,,,Top 50 quality games:,Top 50:,4,37.5,-1.2,64.7,12.3,50.0,53.4,3.4,8.4,0.0,46.5,0.0,3.8,42.9,2-3,.667,2-4,.500,1-3,.333,,,,
2848,2019,Fr,6-8,Duncan LeXander,Charleston Southern,BSth,30,39.3,-0.1,88.0,18.3,44.9,45.3,8.4,13.4,5.8,21.6,0.8,2.2,13.2,9-18,.500,19-49,.388,28-87,.322,,,,
2849,,,,,Conf. games:,Conf. games:,16,27.7,-0.3,85.9,17.0,42.0,40.8,7.5,10.3,6.6,19.0,1.4,1.0,6.0,0-3,.000,6-13,.462,10-37,.270,,,,
2850,,,,,Top 100 quality games:,Top 100:,4,69.4,-0.3,74.6,20.8,37.1,38.8,8.3,10.2,8.8,24.8,0.0,3.1,14.3,3-5,.600,4-18,.222,6-17,.353,,,,
2851,,,,,Top 50 quality games:,Top 50:,4,69.4,-0.3,74.6,20.8,37.1,38.8,8.3,10.2,8.8,24.8,0.0,3.1,14.3,3-5,.600,4-18,.222,6-17,.353,,,,
2852,2019,Fr,6-8,Timmy Sellers,Charleston Southern,BSth,23,19.6,-0.4,86.3,13.5,36.6,38.0,11.8,9.3,2.9,17.8,3.1,1.0,46.3,8-19,.421,15-41,.366,0-0,.000,,,,
2853,,,,,Conf. games:,Conf. games:,9,9.7,-0.4,78.5,15.0,23.1,28.4,12.5,5.5,2.5,12.3,5.8,0.0,46.2,3-6,.500,3-13,.231,0-0,.000,,,,
2854,,,,,Top 100 quality games:,Top 100:,4,33.1,-2.8,30.0,9.0,14.3,14.3,3.9,9.5,0.0,35.8,0.0,0.0,0.0,0-0,.000,1-7,.143,0-0,.000,,,,
2855,,,,,Top 50 quality games:,Top 50:,4,33.1,-2.8,30.0,9.0,14.3,14.3,3.9,9.5,0.0,35.8,0.0,0.0,0.0,0-0,.000,1-7,.143,0-0,.000,,,,
2856,2019,Fr,6-5,Jamir Moore,Charleston Southern,BSth,10,3.4,-0.5,52.5,17.2,25.0,25.0,2.6,14.1,0.0,16.2,3.0,1.4,0.0,0-0,.000,2-4,.500,1-10,.100,,,,
2857,,,,,Conf. games:,Conf. games:,6,5.2,-0.5,69.0,14.1,35.0,35.0,0.0,13.6,0.0,12.1,0.0,0.0,0.0,0-0,.000,2-3,.667,1-7,.143,,,,
2858,,,,,Top 100 quality games:,Top 100:,1,1.9,-0.7,19.3,35.3,0.0,0.0,34.2,42.0,0.0,53.9,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
2859,,,,,Top 50 quality games:,Top 50:,1,1.9,-0.7,19.3,35.3,0.0,0.0,34.2,42.0,0.0,53.9,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
2860,2019,Sr,6-3,Jon Davis,Charlotte,CUSA,29,92.8,4.4,103.1,33.3,51.6,58.5,1.3,13.7,29.4,20.5,1.4,1.4,46.5,175-205,.854,118-225,.524,73-216,.338,,,,
2861,,,,,Conf. games:,Conf. games:,18,92.5,4.9,105.5,33.8,54.0,59.7,1.3,13.2,28.2,19.7,1.7,1.6,42.4,102-122,.836,70-130,.538,57-158,.361,,,,
2862,,,,,Top 100 quality games:,Top 100:,5,92.0,3.2,91.5,33.2,44.7,55.7,1.4,13.1,26.5,27.1,0.7,1.3,53.0,33-35,.943,19-39,.487,7-27,.259,,,,
2863,,,,,Top 50 quality games:,Top 50:,1,90.0,1.3,79.0,31.3,50.0,53.3,0.0,16.3,16.8,30.3,3.0,3.2,13.3,2-2,1.000,6-10,.600,1-5,.200,,,,
2864,2019,Fr,6-6,Malik Martin,Charlotte,CUSA,25,68.2,0.9,97.5,17.6,47.1,52.3,2.4,13.6,8.1,15.7,2.1,2.2,39.5,57-75,.760,49-96,.510,27-94,.287,,,,
2865,,,,,Conf. games:,Conf. games:,14,57.8,1.3,102.9,17.0,50.0,54.6,2.4,12.6,5.0,12.9,1.6,1.8,41.6,31-42,.738,22-42,.524,19-59,.322,,,,
2866,,,,,Top 100 quality games:,Top 100:,5,79.0,1.1,95.2,17.2,47.3,50.2,4.1,14.4,14.7,18.1,1.6,3.1,21.6,6-8,.750,13-24,.542,3-13,.231,,,,
2867,,,,,Top 50 quality games:,Top 50:,1,87.5,-3.6,55.4,16.0,20.0,33.6,0.0,20.2,17.3,40.6,3.1,1.6,40.0,2-2,1.000,1-4,.250,0-1,.000,,,,
2868,2019,So,6-9,Milos Supica,Charlotte,CUSA,29,56.2,0.7,92.3,21.9,52.5,56.0,6.4,19.5,11.1,26.0,2.9,1.7,45.6,50-73,.685,84-160,.525,0-0,.000,,,,
2869,,,,,Conf. games:,Conf. games:,18,52.9,0.5,87.7,24.4,51.5,56.1,4.6,21.1,13.8,30.0,3.1,1.4,52.6,36-51,.706,50-97,.515,0-0,.000,,,,
2870,,,,,Top 100 quality games:,Top 100:,5,64.0,3.6,121.2,19.4,65.7,66.0,5.1,14.7,12.6,12.3,2.0,1.4,40.0,9-14,.643,23-35,.657,0-0,.000,,,,
2871,,,,,Top 50 quality games:,Top 50:,1,65.0,0.4,89.0,15.2,50.0,46.3,0.0,9.0,18.8,14.4,0.0,0.0,16.7,0-1,.000,3-6,.500,0-0,.000,,,,
2872,2019,Sr,6-10,Jailan Haslem,Charlotte,CUSA,27,30.9,0.2,90.9,19.4,52.1,51.6,13.5,18.9,15.5,28.8,3.9,0.7,31.0,10-22,.455,37-70,.529,0-1,.000,,,,
2873,,,,,Conf. games:,Conf. games:,17,29.0,0.6,98.5,20.6,48.9,50.4,15.1,16.9,20.2,23.9,2.5,0.6,35.6,9-16,.563,22-44,.500,0-1,.000,,,,
2874,,,,,Top 100 quality games:,Top 100:,4,25.5,-1.1,53.7,29.2,33.3,33.7,12.8,15.8,14.3,41.2,7.4,3.6,50.0,2-6,.333,4-12,.333,0-0,.000,,,,
2875,,,,,Top 50 quality games:,Top 50:,1,45.0,-0.5,67.0,26.2,50.0,40.4,23.0,26.1,13.4,36.2,6.0,0.0,50.0,0-2,.000,2-4,.500,0-0,.000,,,,
2876,2019,Fr,6-9,Dravon Mangum,Charlotte,CUSA,29,48.3,-0.2,85.9,17.7,43.6,48.1,5.5,11.3,4.9,21.5,3.4,1.1,51.3,38-60,.633,27-58,.466,16-59,.271,,,,
2877,,,,,Conf. games:,Conf. games:,18,40.4,0.1,92.8,16.4,51.7,51.9,6.5,8.4,3.1,19.1,2.2,1.5,47.5,14-28,.500,20-31,.645,7-28,.250,,,,
2878,,,,,Top 100 quality games:,Top 100:,5,56.5,0.4,86.0,20.5,54.8,60.4,4.6,14.3,6.5,34.4,3.3,0.5,71.4,11-15,.733,4-7,.571,5-14,.357,,,,
2879,,,,,Top 50 quality games:,Top 50:,1,50.0,-1.3,55.6,34.5,25.0,47.1,0.0,0.0,21.1,49.5,5.4,0.0,125.0,4-5,.800,1-3,.333,0-1,.000,,,,
2880,2019,Fr,6-1,Cooper Robb,Charlotte,CUSA,22,55.6,-0.2,88.8,16.5,47.8,48.8,2.4,14.0,15.4,22.3,2.0,2.2,22.5,17-31,.548,27-61,.443,26-77,.338,,,,
2881,,,,,Conf. games:,Conf. games:,16,68.8,0.2,91.7,16.9,49.0,50.1,2.8,15.3,16.2,22.5,1.3,2.5,27.6,16-29,.552,20-45,.444,21-60,.350,,,,
2882,,,,,Top 100 quality games:,Top 100:,3,39.5,1.1,102.6,14.4,50.0,52.8,0.0,13.6,9.5,10.8,0.0,1.5,22.2,3-4,.750,3-9,.333,4-9,.444,,,,
2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2019,So,6-2,Jaylan McGill,Charlotte,CUSA,28,62.8,-0.3,96.2,10.5,51.8,53.0,1.0,6.9,5.8,17.5,0.5,0.8,17.5,13-20,.650,20-42,.476,26-72,.361,,,,
2885,,,,,Conf. games:,Conf. games:,17,68.6,0.4,104.5,10.3,54.5,55.8,1.3,6.9,5.6,14.4,0.5,0.7,19.2,10-15,.667,11-26,.423,21-52,.404,,,,
2886,,,,,Top 100 quality games:,Top 100:,5,59.0,-0.6,86.4,11.2,47.5,47.7,1.1,6.8,6.0,18.5,0.0,0.5,10.0,1-2,.500,5-8,.625,3-12,.250,,,,
2887,,,,,Top 50 quality games:,Top 50:,1,77.5,7.5,167.2,9.3,108.3,108.3,0.0,3.8,0.0,19.6,0.0,0.0,0.0,0-0,.000,2-2,1.000,3-4,.750,,,,
2888,2019,Fr,6-7,Brandon Younger,Charlotte,CUSA,25,50.6,-0.3,86.0,16.8,42.6,46.4,2.6,14.1,7.6,18.5,2.8,1.5,21.3,24-30,.800,33-86,.384,18-55,.327,,,,
2889,,,,,Conf. games:,Conf. games:,14,49.4,-0.2,86.3,16.7,41.2,45.1,2.1,14.0,10.7,18.4,1.8,1.7,20.0,14-17,.824,23-56,.411,8-29,.276,,,,
2890,,,,,Top 100 quality games:,Top 100:,5,41.5,-1.0,70.2,14.6,26.3,34.3,0.0,16.2,2.7,10.1,3.0,0.0,31.6,5-6,.833,2-10,.200,2-9,.222,,,,
2891,,,,,Top 50 quality games:,Top 50:,1,60.0,1.8,110.1,12.9,50.0,54.5,0.0,14.7,0.0,0.0,0.0,0.0,60.0,2-3,.667,1-2,.500,1-3,.333,,,,
2892,2019,So,6-7,Bo Blight,Charlotte,CUSA,23,19.9,-0.8,72.2,11.2,32.9,35.7,3.9,20.9,5.5,21.1,4.4,1.1,17.1,4-6,.667,7-19,.368,3-16,.188,,,,
2893,,,,,Conf. games:,Conf. games:,16,26.8,-0.8,76.3,11.2,35.0,36.1,4.6,21.5,6.4,19.6,4.7,0.9,13.3,2-4,.500,6-17,.353,3-13,.231,,,,
2894,,,,,Top 100 quality games:,Top 100:,4,17.0,-2.6,0.0,8.7,0.0,0.0,0.0,19.7,0.0,20.8,0.0,0.0,0.0,0-0,.000,0-1,.000,0-4,.000,,,,
2895,,,,,Top 50 quality games:,Top 50:,1,5.0,-0.6,0.0,23.2,0.0,0.0,0.0,58.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
2896,2019,Jr,6-0,John Kitoko,Charlotte,CUSA,20,14.7,-1.2,50.9,13.3,22.9,23.6,2.2,10.9,5.0,18.9,0.8,1.1,5.7,1-2,.500,5-10,.500,2-25,.080,,,,
2897,,,,,Conf. games:,Conf. games:,11,13.9,-1.5,45.0,11.9,19.4,21.1,1.3,8.5,4.0,20.3,1.3,1.2,11.1,1-2,.500,2-5,.400,1-13,.077,,,,
2898,,,,,Top 100 quality games:,Top 100:,5,26.0,-1.9,38.0,10.6,12.5,12.5,5.0,10.3,4.1,22.2,0.0,1.2,0.0,0-0,.000,1-3,.333,0-5,.000,,,,
2899,,,,,Top 50 quality games:,Top 50:,1,20.0,-1.2,51.4,7.7,0.0,0.0,17.2,14.7,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
2900,2019,So,6-8,Ramon Vila,Chattanooga,SC,21,44.1,2.1,111.6,20.0,63.2,63.8,6.2,18.8,10.8,19.3,3.7,0.7,33.3,31-48,.646,88-139,.633,2-5,.400,,,,
2901,,,,,Conf. games:,Conf. games:,17,58.8,2.3,112.9,20.4,62.4,63.5,6.3,20.2,10.4,18.4,4.2,0.8,37.6,29-44,.659,70-112,.625,2-5,.400,,,,
2902,,,,,Top 100 quality games:,Top 100:,8,49.2,1.4,98.2,20.9,60.4,61.0,5.0,17.8,7.8,24.8,1.9,1.0,20.8,7-11,.636,32-52,.615,0-1,.000,,,,
2903,,,,,Top 50 quality games:,Top 50:,4,50.5,0.5,87.4,19.3,53.8,55.7,4.5,11.6,11.0,30.4,1.1,0.0,7.7,2-2,1.000,14-25,.560,0-1,.000,,,,
2904,2019,Fr,6-6,Kevin Easley,Chattanooga,SC,26,63.9,2.0,99.0,27.0,50.6,52.6,7.2,20.4,9.1,15.7,1.3,1.3,24.4,50-76,.658,92-197,.467,44-115,.383,,,,
2905,,,,,Conf. games:,Conf. games:,15,59.0,2.6,104.0,27.9,53.0,55.3,7.6,20.1,8.9,14.9,1.2,0.8,23.4,31-43,.721,57-116,.491,27-68,.397,,,,
2906,,,,,Top 100 quality games:,Top 100:,8,60.0,1.3,87.4,26.8,44.9,46.9,7.7,18.8,8.0,18.8,0.5,0.5,21.6,12-19,.632,20-52,.385,13-36,.361,,,,
2907,,,,,Top 50 quality games:,Top 50:,4,51.5,2.7,100.4,24.7,52.5,54.9,7.7,17.7,11.4,18.7,1.1,1.2,10.0,4-4,1.000,9-25,.360,8-15,.533,,,,
2908,2019,So,6-1,David Jean-Baptiste,Chattanooga,SC,28,66.8,1.8,108.8,17.8,55.8,57.1,2.2,7.9,14.6,15.6,0.3,1.5,18.0,27-39,.692,52-105,.495,46-112,.411,,,,
2909,,,,,Conf. games:,Conf. games:,17,70.3,2.2,110.2,18.7,56.7,58.3,2.7,9.4,15.6,16.8,0.4,2.2,18.3,19-26,.731,34-67,.507,31-75,.413,,,,
2910,,,,,Top 100 quality games:,Top 100:,9,75.8,2.5,104.5,19.0,53.6,54.6,2.0,9.6,16.1,15.5,0.0,2.8,14.3,8-12,.667,21-46,.457,16-38,.421,,,,
2911,,,,,Top 50 quality games:,Top 50:,5,68.5,1.7,95.7,19.7,47.7,49.0,2.5,11.4,14.1,15.4,0.0,1.8,9.1,3-4,.750,9-23,.391,8-21,.381,,,,
2912,2019,Jr,6-1,Jerry Johnson Jr.,Chattanooga,SC,28,62.0,1.3,99.7,22.2,48.0,50.6,2.4,12.4,18.7,16.0,0.0,1.5,18.5,35-46,.761,43-102,.422,51-147,.347,,,,
2913,,,,,Conf. games:,Conf. games:,17,58.1,1.5,102.0,23.1,47.7,50.5,2.5,13.3,18.8,14.0,0.0,1.4,17.1,21-26,.808,26-62,.419,31-90,.344,,,,
2914,,,,,Top 100 quality games:,Top 100:,9,63.3,1.0,88.4,23.7,42.7,45.0,2.9,13.2,20.5,19.1,0.0,1.5,14.6,9-12,.750,14-36,.389,14-46,.304,,,,
2915,,,,,Top 50 quality games:,Top 50:,5,62.5,1.8,93.5,24.2,51.1,51.1,1.8,13.5,20.5,19.6,0.0,1.4,8.5,2-4,.500,12-24,.500,8-23,.348,,,,
2916,2019,Fr,5-9,Donovann Toatley,Chattanooga,SC,25,53.4,1.1,90.9,28.3,45.4,49.2,1.1,8.2,24.6,21.5,0.2,0.8,30.8,53-74,.716,76-157,.484,22-83,.265,,,,
2917,,,,,Conf. games:,Conf. games:,16,53.7,1.6,96.0,29.1,50.7,53.9,0.9,8.1,22.8,21.5,0.0,0.6,38.1,38-56,.679,46-90,.511,19-57,.333,,,,
2918,,,,,Top 100 quality games:,Top 100:,7,47.2,1.2,85.9,28.7,47.7,48.9,0.0,8.5,28.8,24.7,0.0,0.3,27.7,10-18,.556,22-45,.489,6-20,.300,,,,
2919,,,,,Top 50 quality games:,Top 50:,5,57.0,0.4,76.7,28.6,40.2,42.0,0.0,10.3,31.9,27.3,0.0,0.0,22.0,5-9,.556,9-26,.346,5-15,.333,,,,
2920,2019,Sr,7-0,Thomas Smallwood,Chattanooga,SC,29,36.4,0.9,104.0,20.2,55.6,57.5,6.2,18.4,10.5,19.7,3.2,0.3,20.6,19-26,.731,31-69,.449,26-57,.456,,,,
2921,,,,,Conf. games:,Conf. games:,18,31.3,1.2,115.5,20.3,64.3,65.4,6.7,14.9,8.2,18.1,2.3,0.3,17.1,9-12,.750,18-33,.545,18-37,.486,,,,
2922,,,,,Top 100 quality games:,Top 100:,9,34.4,-0.3,72.3,22.6,37.2,41.3,6.3,13.7,4.8,26.7,4.5,0.5,17.9,6-7,.857,10-24,.417,3-15,.200,,,,
2923,,,,,Top 50 quality games:,Top 50:,5,37.5,-0.5,67.6,25.0,36.0,39.0,9.1,15.6,2.8,28.5,4.4,0.0,16.0,3-4,.750,6-15,.400,2-10,.200,,,,
2924,2019,Fr,6-4,Jonathan Scott,Chattanooga,SC,29,70.0,0.7,106.1,12.2,57.6,58.8,3.2,12.0,7.7,19.9,0.5,1.3,39.7,32-52,.615,29-59,.492,31-72,.431,,,,
2925,,,,,Conf. games:,Conf. games:,18,71.2,0.7,108.5,11.0,53.7,53.8,2.7,9.7,9.8,14.6,0.6,1.3,23.2,10-19,.526,17-35,.486,18-47,.383,,,,
2926,,,,,Top 100 quality games:,Top 100:,9,71.1,2.3,117.7,11.4,69.7,69.5,3.5,10.2,4.4,19.7,0.9,0.9,52.6,13-20,.650,7-14,.500,13-24,.542,,,,
2927,,,,,Top 50 quality games:,Top 50:,5,64.0,3.1,126.1,11.8,77.8,76.5,5.3,9.1,1.5,19.6,1.7,1.4,72.2,9-13,.692,5-9,.556,6-9,.667,,,,
2928,2019,Fr,6-10,Justin Brown,Chattanooga,SC,22,20.0,0.4,101.8,16.9,53.3,56.4,11.7,11.5,5.7,23.6,4.9,1.0,46.7,14-21,.667,24-44,.545,0-1,.000,,,,
2929,,,,,Conf. games:,Conf. games:,11,15.9,0.7,110.3,16.5,59.1,60.1,14.2,12.1,4.9,21.9,4.5,0.5,36.4,5-8,.625,13-22,.591,0-0,.000,,,,
2930,,,,,Top 100 quality games:,Top 100:,8,24.2,0.8,114.5,11.7,46.7,51.8,10.2,13.5,6.5,11.3,3.8,0.7,20.0,3-3,1.000,7-14,.500,0-1,.000,,,,
2931,,,,,Top 50 quality games:,Top 50:,4,25.5,1.1,117.9,9.9,44.4,47.5,6.7,15.3,7.7,0.0,2.2,0.0,11.1,1-1,1.000,4-8,.500,0-1,.000,,,,
2932,2019,So,6-4,A.J. Caldwell,Chattanooga,SC,22,26.2,0.1,97.3,14.4,50.7,50.7,2.6,12.6,11.0,18.6,0.7,0.6,2.8,1-2,.500,9-22,.409,18-49,.367,,,,
2933,,,,,Conf. games:,Conf. games:,17,34.3,-0.4,88.1,12.9,43.3,43.4,1.9,13.6,8.4,16.7,0.4,0.7,3.8,1-2,.500,6-16,.375,11-36,.306,,,,
2934,,,,,Top 100 quality games:,Top 100:,7,27.8,0.9,111.1,13.0,61.9,61.5,2.2,10.5,9.7,17.7,0.0,0.0,9.5,1-2,.500,4-10,.400,6-11,.545,,,,
2935,,,,,Top 50 quality games:,Top 50:,3,12.5,1.5,156.7,7.6,75.0,75.0,0.0,10.4,7.8,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,2-4,.500,,,,
2936,2019,Fr,6-0,Maurice Commander,Chattanooga,SC,21,30.5,-0.1,90.0,15.9,42.4,44.7,1.3,9.9,15.0,18.6,0.3,1.5,14.1,9-12,.750,15-37,.405,14-48,.292,,,,
2937,,,,,Conf. games:,Conf. games:,13,21.5,-0.4,84.1,14.3,35.7,36.6,2.2,6.0,14.6,16.0,0.7,0.4,2.9,1-1,1.000,8-13,.615,3-22,.136,,,,
2938,,,,,Top 100 quality games:,Top 100:,5,22.2,-0.8,70.4,15.6,30.0,30.0,2.8,9.8,16.2,18.4,1.4,1.5,0.0,0-0,.000,6-10,.600,0-10,.000,,,,
2939,,,,,Top 50 quality games:,Top 50:,4,35.5,-0.7,71.9,17.0,30.0,30.0,3.2,7.3,16.7,14.7,1.5,1.7,0.0,0-0,.000,6-10,.600,0-10,.000,,,,
2940,2019,Fr,6-7,Keigan Kerby,Chattanooga,SC,23,23.5,-0.6,79.6,13.8,44.9,45.6,4.2,17.0,5.8,27.8,4.2,1.3,20.4,5-10,.500,7-13,.538,10-36,.278,,,,
2941,,,,,Conf. games:,Conf. games:,13,21.1,-0.6,79.9,13.6,40.7,42.2,3.8,16.0,5.6,22.9,4.8,1.6,29.6,4-8,.500,5-10,.500,4-17,.235,,,,
2942,,,,,Top 100 quality games:,Top 100:,6,22.8,-0.2,79.3,16.6,40.9,40.9,5.4,17.6,6.9,21.1,2.7,1.4,0.0,0-0,.000,3-7,.429,4-15,.267,,,,
2943,,,,,Top 50 quality games:,Top 50:,5,31.0,-0.7,66.9,16.5,40.0,40.0,1.8,16.8,6.3,29.1,3.5,1.9,0.0,0-0,.000,3-6,.500,2-9,.222,,,,
2944,2019,Jr,6-7,Rod Johnson,Chattanooga,SC,2,2.5,-2.4,38.6,21.2,16.7,16.7,3.9,8.0,17.4,47.3,3.6,6.0,0.0,0-0,.000,1-4,.250,0-2,.000,,,,
2945,,,,,Conf. games:,Conf. games:,1,4.0,-5.0,34.4,21.2,16.7,16.7,4.0,8.0,11.4,48.3,0.0,6.2,0.0,0-0,.000,1-4,.250,0-2,.000,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,,,,,Total:,0-0,.000,1-4,.250,0-2,.000,,,,,,,,,,,,,,,,,,,
2948,2019,Jr,6-8,Christian Jacob,Chicago St.,WAC,18,40.0,1.0,91.2,24.7,50.3,52.5,11.0,14.7,6.7,21.0,1.2,2.7,35.8,36-58,.621,80-159,.503,1-3,.333,,,,
2949,,,,,Conf. games:,Conf. games:,5,20.5,1.8,101.2,25.2,52.9,53.8,9.1,11.0,13.3,12.3,1.8,4.0,27.5,8-14,.571,27-51,.529,0-0,.000,,,,
2950,,,,,Top 100 quality games:,Top 100:,8,40.6,0.5,83.0,26.3,44.5,46.1,12.0,16.3,10.4,20.6,0.0,2.3,30.1,12-22,.545,31-70,.443,1-3,.333,,,,
2951,,,,,Top 50 quality games:,Top 50:,1,8.3,-2.3,23.9,39.9,25.0,20.2,0.0,23.3,0.0,41.4,0.0,5.4,50.0,0-2,.000,1-4,.250,0-0,.000,,,,
2952,2019,Sr,6-5,Anthony Harris,Chicago St.,WAC,28,77.5,0.9,89.5,23.6,45.9,53.6,2.5,15.3,13.5,24.2,1.2,2.5,57.5,119-153,.778,80-187,.428,28-79,.354,,,,
2953,,,,,Conf. games:,Conf. games:,16,82.7,0.9,89.1,24.6,46.9,52.7,2.7,15.2,14.2,22.7,0.7,2.6,49.4,58-79,.734,48-110,.436,18-50,.360,,,,
